order_id,order_date,customer_id,product_id,warehouse_id,quantity_ordered,order_value,promised_delivery_date,actual_delivery_date,order_status
ORD002460,2025-02-12,CUST01808,PROD092,WH008,15,1555.2,2025-02-17,2025-02-16,Delivered
ORD002461,2024-07-28,CUST00503,PROD017,WH007,5,1730.6,2024-08-02,2024-08-02,Delivered
ORD002462,2024-05-29,CUST00109,PROD013,WH005,1,79.54,2024-06-05,2024-06-04,Delivered
ORD002463,2024-12-24,CUST01226,PROD050,WH007,2,717.2,2024-12-29,2024-12-29,Delivered
ORD002464,2024-10-28,CUST00083,PROD066,WH009,2,382.3,2024-11-01,2024-10-31,Delivered
ORD002465,2025-05-05,CUST00636,PROD046,WH006,20,1079.8,2025-05-07,2025-05-07,Delivered
ORD002466,2025-06-02,CUST01525,PROD002,WH002,15,1928.25,2025-06-05,2025-06-05,Delivered
ORD002467,2025-07-29,CUST00448,PROD008,WH001,15,574.8,2025-08-02,2025-07-31,Delivered
ORD002468,2025-10-07,CUST00827,PROD048,WH001,2,506.7,2025-10-13,2025-10-12,Delivered
ORD002469,2024-12-08,CUST00584,PROD059,WH006,3,368.28,2024-12-14,2024-12-20,Delayed
ORD002470,2025-01-11,CUST01810,PROD067,WH010,2,461.7,2025-01-13,2025-01-13,Delivered
ORD002471,2025-03-24,CUST01365,PROD056,WH009,3,208.38,2025-03-29,2025-03-29,Delivered
ORD002472,2025-07-15,CUST00138,PROD096,WH010,4,1005.6,2025-07-22,2025-07-20,Delivered
ORD002473,2024-06-06,CUST01480,PROD043,WH008,1,424.73,2024-06-11,2024-06-09,Delivered
ORD002474,2025-10-12,CUST00191,PROD019,WH003,3,378.72,2025-10-16,2025-10-16,Delivered
ORD002475,2025-09-23,CUST00086,PROD036,WH007,1,469.68,2025-09-28,2025-10-02,Delayed
ORD002476,2024-02-15,CUST00857,PROD002,WH003,20,2571.0,2024-02-19,2024-02-19,Delivered
ORD002477,2025-08-05,CUST00875,PROD054,WH003,2,53.34,2025-08-08,,Cancelled
ORD002478,2025-07-14,CUST00136,PROD033,WH004,1,207.68,2025-07-20,2025-07-20,Delivered
ORD002479,2024-06-16,CUST00449,PROD034,WH008,5,403.95,2024-06-18,2024-06-18,Delivered
ORD002480,2025-04-24,CUST00164,PROD087,WH008,3,794.4,2025-04-27,2025-04-27,Delivered
ORD002481,2025-11-16,CUST00763,PROD044,WH010,1,11.63,2025-11-21,2025-11-19,Delivered
ORD002482,2025-04-25,CUST01822,PROD074,WH009,4,797.64,2025-04-29,2025-04-27,Delivered
ORD002483,2024-12-04,CUST00319,PROD086,WH006,20,4820.2,2024-12-11,2024-12-09,Delivered
ORD002484,2025-11-14,CUST01398,PROD092,WH010,3,311.04,2025-11-21,2025-11-19,Delivered
ORD002485,2024-10-12,CUST01669,PROD100,WH004,4,2030.4,2024-10-18,2024-10-22,Delayed
ORD002486,2024-01-23,CUST00673,PROD062,WH005,3,166.26,2024-01-28,,Cancelled
ORD002487,2025-06-05,CUST01950,PROD064,WH007,1,27.15,2025-06-09,2025-06-09,Delivered
ORD002488,2025-08-28,CUST01137,PROD033,WH002,1,207.68,2025-09-01,2025-09-01,Delivered
ORD002489,2024-08-16,CUST01897,PROD032,WH008,2,676.06,2024-08-19,2024-08-19,Delivered
ORD002490,2024-04-10,CUST00846,PROD070,WH009,3,360.75,2024-04-17,2024-04-23,Delayed
ORD002491,2025-02-13,CUST00167,PROD073,WH006,2,729.54,2025-02-18,2025-02-17,Delivered
ORD002492,2024-09-05,CUST00136,PROD080,WH008,2,431.7,2024-09-08,2024-09-06,Delivered
ORD002493,2024-11-17,CUST00316,PROD056,WH007,4,277.84,2024-11-19,2024-11-18,Delivered
ORD002494,2025-02-28,CUST00243,PROD004,WH006,2,396.14,2025-03-05,2025-03-04,Delivered
ORD002495,2024-11-11,CUST01206,PROD063,WH008,2,238.6,2024-11-14,2024-11-13,Delivered
ORD002496,2024-08-07,CUST00499,PROD056,WH004,4,277.84,2024-08-12,2024-08-11,Delivered
ORD002497,2025-09-17,CUST00670,PROD044,WH003,4,46.52,2025-09-20,2025-09-18,Delivered
ORD002498,2025-08-30,CUST00169,PROD011,WH002,4,1322.24,2025-09-04,2025-09-04,Delivered
ORD002499,2024-01-09,CUST01837,PROD070,WH007,3,360.75,2024-01-12,2024-01-11,Delivered
ORD002500,2024-04-04,CUST00005,PROD083,WH003,1,56.15,2024-04-11,2024-04-11,Delivered
ORD002501,2025-04-27,CUST00597,PROD005,WH003,15,7227.0,2025-04-30,,Cancelled
ORD002502,2025-01-10,CUST01172,PROD088,WH006,4,663.92,2025-01-17,2025-01-15,Delivered
ORD002503,2024-03-30,CUST00205,PROD022,WH005,10,1265.7,2024-04-01,2024-03-31,Delivered
ORD002504,2024-02-09,CUST00001,PROD011,WH001,2,661.12,2024-02-15,2024-02-13,Delivered
ORD002505,2024-07-15,CUST00548,PROD051,WH008,2,389.58,2024-07-18,2024-07-18,Delivered
ORD002506,2025-08-30,CUST01704,PROD079,WH009,3,1327.95,2025-09-03,2025-09-03,Delivered
ORD002507,2025-09-19,CUST01242,PROD018,WH002,1,256.09,2025-09-23,2025-10-01,Delayed
ORD002508,2024-09-23,CUST01017,PROD083,WH009,15,842.25,2024-09-26,2024-09-26,Delivered
ORD002509,2025-09-13,CUST00806,PROD089,WH005,1,337.64,2025-09-16,2025-09-16,Delivered
ORD002510,2024-12-12,CUST00735,PROD021,WH008,4,451.12,2024-12-19,2024-12-27,Delayed
ORD002511,2025-06-05,CUST01653,PROD038,WH007,1,288.16,2025-06-09,2025-06-08,Delivered
ORD002512,2024-08-28,CUST00493,PROD086,WH006,1,241.01,2024-09-01,2024-09-01,Delivered
ORD002513,2025-04-17,CUST00163,PROD091,WH003,10,447.0,2025-04-20,2025-04-20,Delivered
ORD002514,2024-03-01,CUST00920,PROD016,WH003,1,12.86,2024-03-07,2024-03-07,Delivered
ORD002515,2024-05-09,CUST01578,PROD093,WH002,20,7902.6,2024-05-12,2024-05-11,Delivered
ORD002516,2024-12-06,CUST01472,PROD041,WH010,2,224.62,2024-12-13,2024-12-13,Delivered
ORD002517,2025-05-08,CUST01905,PROD053,WH002,3,799.89,2025-05-13,,Cancelled
ORD002518,2025-10-21,CUST01920,PROD086,WH009,4,964.04,2025-10-28,2025-11-02,Delayed
ORD002519,2024-08-02,CUST00321,PROD084,WH001,2,17.5,2024-08-07,2024-08-06,Delivered
ORD002520,2025-02-04,CUST00065,PROD045,WH002,1,156.72,2025-02-07,2025-02-07,Delivered
ORD002521,2024-09-15,CUST01349,PROD024,WH008,4,1510.88,2024-09-20,2024-09-19,Delivered
ORD002522,2025-02-11,CUST01671,PROD042,WH008,3,302.22,2025-02-18,2025-02-18,Delivered
ORD002523,2024-11-30,CUST00645,PROD091,WH007,10,447.0,2024-12-07,2024-12-05,Delivered
ORD002524,2025-08-03,CUST01781,PROD024,WH001,2,755.44,2025-08-10,,Cancelled
ORD002525,2024-06-17,CUST01794,PROD054,WH002,4,106.68,2024-06-21,2024-06-20,Delivered
ORD002526,2024-12-08,CUST01051,PROD006,WH003,1,493.9,2024-12-11,2024-12-11,Delivered
ORD002527,2025-09-10,CUST00370,PROD036,WH004,2,939.36,2025-09-15,2025-09-13,Delivered
ORD002528,2025-03-03,CUST00739,PROD099,WH001,5,1156.85,2025-03-05,2025-03-03,Delivered
ORD002529,2024-12-17,CUST00215,PROD048,WH006,4,1013.4,2024-12-23,2024-12-23,Delivered
ORD002530,2025-05-09,CUST00681,PROD026,WH004,1,341.29,2025-05-15,2025-05-18,Delayed
ORD002531,2025-11-27,CUST01088,PROD095,WH009,1,345.03,2025-12-04,2025-12-03,Delivered
ORD002532,2025-02-04,CUST00403,PROD076,WH010,5,2088.45,2025-02-10,2025-02-08,Delivered
ORD002533,2025-03-21,CUST01211,PROD006,WH008,10,4939.0,2025-03-28,2025-03-26,Delivered
ORD002534,2025-07-14,CUST00583,PROD069,WH008,1,323.76,2025-07-18,2025-07-18,Delivered
ORD002535,2024-12-06,CUST01977,PROD053,WH010,3,799.89,2024-12-08,2024-12-06,Delivered
ORD002536,2024-03-05,CUST01172,PROD054,WH008,4,106.68,2024-03-10,2024-03-08,Delivered
ORD002537,2024-08-24,CUST00543,PROD076,WH004,1,417.69,2024-08-28,2024-08-27,Delivered
ORD002538,2024-11-03,CUST01853,PROD005,WH004,1,481.8,2024-11-10,2024-11-08,Delivered
ORD002539,2025-08-16,CUST01087,PROD051,WH005,1,194.79,2025-08-20,2025-08-20,Delivered
ORD002540,2024-08-22,CUST00814,PROD029,WH008,2,30.38,2024-08-24,2024-08-24,Delivered
ORD002541,2024-01-03,CUST01097,PROD007,WH002,3,966.09,2024-01-08,2024-01-07,Delivered
ORD002542,2025-07-13,CUST01628,PROD003,WH009,20,2838.2,2025-07-18,2025-07-16,Delivered
ORD002543,2025-10-17,CUST00105,PROD099,WH010,2,462.74,2025-10-21,2025-10-19,Delivered
ORD002544,2025-05-23,CUST01132,PROD028,WH009,3,661.17,2025-05-29,2025-05-27,Delivered
ORD002545,2024-10-21,CUST01487,PROD031,WH007,20,2843.0,2024-10-23,2024-10-21,Delivered
ORD002546,2024-12-02,CUST01404,PROD070,WH004,5,601.25,2024-12-05,2024-12-05,Delivered
ORD002547,2025-03-15,CUST00043,PROD043,WH004,1,424.73,2025-03-17,2025-03-16,Delivered
ORD002548,2024-04-11,CUST01347,PROD096,WH005,2,502.8,2024-04-14,2024-04-14,Delivered
ORD002549,2024-10-26,CUST01856,PROD033,WH007,15,3115.2,2024-11-02,2024-11-02,Delivered
ORD002550,2025-03-12,CUST00200,PROD094,WH003,15,6202.05,2025-03-15,2025-03-14,Delivered
ORD002551,2024-10-22,CUST01309,PROD070,WH009,2,240.5,2024-10-26,,Cancelled
ORD002552,2024-03-11,CUST01953,PROD020,WH002,5,1993.75,2024-03-13,2024-03-14,Delayed
ORD002553,2024-09-02,CUST00233,PROD100,WH005,2,1015.2,2024-09-04,2024-09-04,Delivered
ORD002554,2025-04-07,CUST00953,PROD016,WH009,15,192.9,2025-04-11,2025-04-09,Delivered
ORD002555,2025-06-07,CUST01609,PROD062,WH010,1,55.42,2025-06-09,2025-06-08,Delivered
ORD002556,2024-03-26,CUST00795,PROD012,WH006,1,130.35,2024-03-30,2024-03-30,Delivered
ORD002557,2024-07-12,CUST01648,PROD033,WH001,4,830.72,2024-07-18,2024-07-16,Delivered
ORD002558,2024-03-29,CUST00329,PROD021,WH003,3,338.34,2024-03-31,2024-03-30,Delivered
ORD002559,2025-06-18,CUST01894,PROD069,WH004,20,6475.2,2025-06-25,2025-06-24,Delivered
ORD002560,2025-10-08,CUST01624,PROD004,WH006,3,594.21,2025-10-12,2025-10-11,Delivered
ORD002561,2025-03-18,CUST00344,PROD066,WH007,4,764.6,2025-03-20,2025-03-24,Delayed
ORD002562,2024-07-13,CUST02000,PROD082,WH008,10,1933.2,2024-07-19,2024-07-21,Delayed
ORD002563,2024-08-20,CUST01579,PROD100,WH008,2,1015.2,2024-08-27,2024-08-25,Delivered
ORD002564,2025-04-13,CUST01844,PROD042,WH006,3,302.22,2025-04-18,2025-04-18,Delivered
ORD002565,2024-02-12,CUST01170,PROD058,WH004,3,1004.55,2024-02-14,2024-02-14,Delivered
ORD002566,2024-12-29,CUST00694,PROD086,WH006,2,482.02,2024-12-31,2024-12-29,Delivered
ORD002567,2025-03-01,CUST00175,PROD001,WH006,5,141.95,2025-03-08,2025-03-07,Delivered
ORD002568,2024-05-17,CUST01570,PROD077,WH009,5,696.45,2024-05-19,2024-05-17,Delivered
ORD002569,2024-04-29,CUST01134,PROD018,WH008,1,256.09,2024-05-05,2024-05-04,Delivered
ORD002570,2025-07-18,CUST01280,PROD098,WH006,3,281.82,2025-07-25,2025-07-25,Delivered
ORD002571,2024-02-03,CUST01100,PROD041,WH004,2,224.62,2024-02-10,2024-02-09,Delivered
ORD002572,2025-03-11,CUST01924,PROD005,WH002,15,7227.0,2025-03-15,2025-03-15,Delivered
ORD002573,2024-11-03,CUST00314,PROD018,WH005,3,768.27,2024-11-10,2024-11-09,Delivered
ORD002574,2024-10-14,CUST00746,PROD053,WH002,3,799.89,2024-10-18,2024-10-16,Delivered
ORD002575,2024-03-17,CUST00047,PROD040,WH005,4,1704.72,2024-03-22,2024-03-21,Delivered
ORD002576,2024-01-27,CUST00191,PROD042,WH003,3,302.22,2024-01-31,2024-01-29,Delivered
ORD002577,2024-05-20,CUST00743,PROD078,WH010,4,1537.68,2024-05-26,2024-05-28,Delayed
ORD002578,2024-04-26,CUST01820,PROD034,WH006,3,242.37,2024-04-28,2024-04-27,Delivered
ORD002579,2024-05-06,CUST00475,PROD074,WH004,15,2991.15,2024-05-09,2024-05-11,Delayed
ORD002580,2024-02-20,CUST01870,PROD040,WH009,4,1704.72,2024-02-24,2024-02-22,Delivered
ORD002581,2024-03-22,CUST01119,PROD071,WH010,4,1929.72,2024-03-29,2024-03-27,Delivered
ORD002582,2024-10-31,CUST01834,PROD085,WH005,15,3989.25,2024-11-06,2024-11-06,Delivered
ORD002583,2025-02-17,CUST01348,PROD040,WH007,2,852.36,2025-02-19,2025-02-19,Delivered
ORD002584,2024-12-07,CUST00141,PROD095,WH001,1,345.03,2024-12-11,2024-12-11,Delivered
ORD002585,2024-04-06,CUST00088,PROD001,WH002,3,85.17,2024-04-12,2024-04-20,Delayed
ORD002586,2025-04-25,CUST00542,PROD052,WH009,3,288.33,2025-04-29,2025-04-29,Delivered
ORD002587,2024-06-11,CUST00685,PROD072,WH004,2,256.02,2024-06-17,2024-06-17,Delivered
ORD002588,2024-06-21,CUST01775,PROD084,WH010,5,43.75,2024-06-24,2024-06-22,Delivered
ORD002589,2024-04-16,CUST01493,PROD003,WH008,1,141.91,2024-04-23,2024-04-23,Delivered
ORD002590,2024-05-09,CUST00836,PROD095,WH009,2,690.06,2024-05-12,2024-05-12,Delivered
ORD002591,2024-01-06,CUST01628,PROD067,WH005,2,461.7,2024-01-13,2024-01-11,Delivered
ORD002592,2024-07-11,CUST00881,PROD071,WH004,3,1447.29,2024-07-16,2024-07-16,Delivered
ORD002593,2024-08-04,CUST01690,PROD086,WH007,1,241.01,2024-08-10,2024-08-10,Delivered
ORD002594,2025-06-24,CUST01995,PROD045,WH003,10,1567.2,2025-06-28,2025-06-27,Delivered
ORD002595,2025-08-27,CUST00511,PROD075,WH005,1,58.47,2025-09-01,2025-08-31,Delivered
ORD002596,2025-09-23,CUST01328,PROD091,WH007,2,89.4,2025-09-25,2025-09-24,Delivered
ORD002597,2025-09-11,CUST01210,PROD001,WH002,1,28.39,2025-09-16,2025-09-15,Delivered
ORD002598,2024-07-14,CUST00378,PROD033,WH003,10,2076.8,2024-07-21,2024-07-19,Delivered
ORD002599,2025-10-18,CUST01457,PROD016,WH004,3,38.58,2025-10-24,2025-10-24,Delivered
ORD002600,2024-02-11,CUST00148,PROD032,WH001,1,338.03,2024-02-14,2024-02-12,Delivered
ORD002601,2025-12-01,CUST01965,PROD018,WH004,3,768.27,2025-12-06,2025-12-11,Delayed
ORD002602,2024-04-25,CUST00227,PROD001,WH004,3,85.17,2024-05-01,2024-04-29,Delivered
ORD002603,2025-12-13,CUST00423,PROD053,WH002,1,266.63,2025-12-15,2025-12-14,Delivered
ORD002604,2025-04-02,CUST00666,PROD019,WH002,15,1893.6,2025-04-05,2025-04-04,Delivered
ORD002605,2025-02-24,CUST00564,PROD085,WH009,1,265.95,2025-03-01,2025-02-27,Delivered
ORD002606,2025-03-30,CUST00798,PROD026,WH003,1,341.29,2025-04-06,2025-04-06,Delivered
ORD002607,2024-12-27,CUST01002,PROD086,WH004,3,723.03,2024-12-30,2024-12-29,Delivered
ORD002608,2024-10-07,CUST00888,PROD007,WH005,1,322.03,2024-10-12,2024-10-12,Delivered
ORD002609,2025-04-19,CUST01074,PROD008,WH001,5,191.6,2025-04-22,2025-04-30,Delayed
ORD002610,2024-10-23,CUST00289,PROD053,WH002,3,799.89,2024-10-26,2024-10-31,Delayed
ORD002611,2024-10-17,CUST00970,PROD023,WH007,4,1363.92,2024-10-21,2024-10-21,Delivered
ORD002612,2025-06-26,CUST00621,PROD076,WH008,3,1253.07,2025-06-28,2025-06-27,Delivered
ORD002613,2025-10-21,CUST01770,PROD058,WH004,2,669.7,2025-10-24,2025-10-22,Delivered
ORD002614,2024-10-09,CUST00984,PROD050,WH005,2,717.2,2024-10-14,2024-10-14,Delivered
ORD002615,2024-08-13,CUST01322,PROD018,WH001,3,768.27,2024-08-18,2024-08-18,Delivered
ORD002616,2025-05-12,CUST01315,PROD029,WH009,3,45.57,2025-05-17,2025-05-15,Delivered
ORD002617,2024-05-28,CUST00522,PROD035,WH006,4,426.52,2024-05-30,2024-05-28,Delivered
ORD002618,2025-12-07,CUST01529,PROD035,WH009,3,319.89,2025-12-09,2025-12-14,Delayed
ORD002619,2025-02-17,CUST00495,PROD009,WH010,3,75.21,2025-02-19,2025-02-19,Delivered
ORD002620,2024-10-16,CUST01177,PROD032,WH009,5,1690.15,2024-10-20,2024-10-18,Delivered
ORD002621,2025-06-26,CUST00007,PROD081,WH008,1,93.82,2025-06-29,2025-06-27,Delivered
ORD002622,2024-06-01,CUST00860,PROD042,WH009,4,402.96,2024-06-03,,Cancelled
ORD002623,2025-08-04,CUST00384,PROD001,WH008,1,28.39,2025-08-08,2025-08-12,Delayed
ORD002624,2024-04-21,CUST01426,PROD040,WH007,4,1704.72,2024-04-28,2024-04-27,Delivered
ORD002625,2024-10-05,CUST01725,PROD026,WH007,1,341.29,2024-10-11,2024-10-09,Delivered
ORD002626,2025-09-08,CUST00779,PROD073,WH006,3,1094.31,2025-09-14,2025-09-14,Delivered
ORD002627,2025-04-28,CUST00094,PROD026,WH004,4,1365.16,2025-05-04,2025-05-03,Delivered
ORD002628,2024-12-10,CUST00683,PROD061,WH004,2,563.62,2024-12-14,2024-12-12,Delivered
ORD002629,2025-05-19,CUST01413,PROD056,WH009,2,138.92,2025-05-22,2025-05-22,Delivered
ORD002630,2024-03-19,CUST00842,PROD073,WH003,10,3647.7,2024-03-21,2024-03-21,Delivered
ORD002631,2024-02-14,CUST01513,PROD060,WH007,3,528.06,2024-02-17,2024-02-15,Delivered
ORD002632,2024-03-15,CUST01472,PROD088,WH009,3,497.94,2024-03-17,2024-03-16,Delivered
ORD002633,2024-05-18,CUST00760,PROD095,WH004,2,690.06,2024-05-21,2024-05-21,Delivered
ORD002634,2024-04-09,CUST00838,PROD033,WH001,1,207.68,2024-04-11,2024-04-09,Delivered
ORD002635,2024-05-03,CUST01830,PROD083,WH010,10,561.5,2024-05-07,2024-05-06,Delivered
ORD002636,2024-08-02,CUST00244,PROD044,WH004,1,11.63,2024-08-04,2024-08-02,Delivered
ORD002637,2024-04-05,CUST01289,PROD077,WH009,2,278.58,2024-04-09,2024-04-07,Delivered
ORD002638,2024-09-03,CUST00343,PROD061,WH005,1,281.81,2024-09-05,2024-09-03,Delivered
ORD002639,2025-11-04,CUST01674,PROD094,WH001,2,826.94,2025-11-11,2025-11-10,Delivered
ORD002640,2024-08-09,CUST01032,PROD043,WH002,4,1698.92,2024-08-14,2024-08-14,Delivered
ORD002641,2025-08-19,CUST00875,PROD074,WH005,2,398.82,2025-08-22,2025-08-22,Delivered
ORD002642,2025-12-14,CUST01426,PROD046,WH008,2,107.98,2025-12-18,2025-12-16,Delivered
ORD002643,2024-06-17,CUST01367,PROD095,WH002,1,345.03,2024-06-19,2024-06-20,Delayed
ORD002644,2024-10-08,CUST01511,PROD023,WH003,2,681.96,2024-10-11,2024-10-15,Delayed
ORD002645,2024-02-16,CUST00405,PROD023,WH004,3,1022.94,2024-02-23,2024-02-27,Delayed
ORD002646,2024-05-15,CUST00921,PROD059,WH001,2,245.52,2024-05-19,2024-05-17,Delivered
ORD002647,2024-08-19,CUST01487,PROD018,WH001,4,1024.36,2024-08-25,2024-08-25,Delivered
ORD002648,2024-07-28,CUST00885,PROD081,WH005,3,281.46,2024-08-01,2024-07-30,Delivered
ORD002649,2024-06-06,CUST00775,PROD009,WH003,2,50.14,2024-06-13,2024-06-12,Delivered
ORD002650,2024-01-08,CUST00359,PROD048,WH001,4,1013.4,2024-01-11,2024-01-09,Delivered
ORD002651,2025-12-01,CUST00434,PROD014,WH002,3,152.64,2025-12-06,2025-12-06,Delivered
ORD002652,2024-03-15,CUST00470,PROD054,WH002,15,400.05,2024-03-18,2024-03-17,Delivered
ORD002653,2025-12-17,CUST01816,PROD035,WH009,4,426.52,2025-12-20,2025-12-26,Delayed
ORD002654,2025-04-08,CUST01162,PROD077,WH009,4,557.16,2025-04-11,2025-04-09,Delivered
ORD002655,2024-08-08,CUST01714,PROD055,WH003,1,336.19,2024-08-13,2024-08-11,Delivered
ORD002656,2025-03-31,CUST00439,PROD041,WH005,4,449.24,2025-04-04,2025-04-02,Delivered
ORD002657,2024-01-21,CUST01583,PROD052,WH005,3,288.33,2024-01-24,2024-01-23,Delivered
ORD002658,2025-07-02,CUST01632,PROD012,WH010,2,260.7,2025-07-07,2025-07-07,Delivered
ORD002659,2025-12-12,CUST01148,PROD007,WH004,2,644.06,2025-12-15,2025-12-17,Delayed
ORD002660,2025-05-05,CUST00109,PROD084,WH010,2,17.5,2025-05-10,2025-05-13,Delayed
ORD002661,2025-06-14,CUST00493,PROD069,WH004,2,647.52,2025-06-17,2025-06-17,Delivered
ORD002662,2024-02-21,CUST00495,PROD078,WH009,2,768.84,2024-02-27,2024-02-27,Delivered
ORD002663,2025-07-05,CUST00532,PROD011,WH006,1,330.56,2025-07-11,2025-07-13,Delayed
ORD002664,2024-09-24,CUST00091,PROD071,WH003,10,4824.3,2024-09-28,2024-09-28,Delivered
ORD002665,2025-03-13,CUST01432,PROD027,WH003,15,4999.8,2025-03-18,2025-03-18,Delivered
ORD002666,2025-10-13,CUST00906,PROD067,WH003,4,923.4,2025-10-15,2025-10-13,Delivered
ORD002667,2024-03-14,CUST01511,PROD093,WH009,1,395.13,2024-03-19,2024-03-19,Delivered
ORD002668,2024-11-25,CUST00062,PROD022,WH005,2,253.14,2024-11-30,2024-11-29,Delivered
ORD002669,2024-02-03,CUST01415,PROD100,WH001,15,7614.0,2024-02-05,2024-02-03,Delivered
ORD002670,2024-01-25,CUST00338,PROD004,WH002,15,2971.05,2024-02-01,2024-01-31,Delivered
ORD002671,2025-10-14,CUST00390,PROD011,WH002,10,3305.6,2025-10-20,2025-10-18,Delivered
ORD002672,2025-05-07,CUST00118,PROD057,WH009,4,1459.12,2025-05-09,2025-05-15,Delayed
ORD002673,2025-10-07,CUST00307,PROD078,WH001,3,1153.26,2025-10-14,2025-10-12,Delivered
ORD002674,2024-12-27,CUST01323,PROD049,WH002,5,1022.4,2024-12-31,2024-12-29,Delivered
ORD002675,2024-10-23,CUST01118,PROD034,WH003,2,161.58,2024-10-27,2024-10-27,Delivered
ORD002676,2024-05-31,CUST00977,PROD086,WH010,20,4820.2,2024-06-06,2024-06-04,Delivered
ORD002677,2024-10-21,CUST00360,PROD067,WH002,20,4617.0,2024-10-26,2024-10-29,Delayed
ORD002678,2024-10-22,CUST00778,PROD080,WH001,4,863.4,2024-10-28,2024-10-27,Delivered
ORD002679,2025-04-25,CUST00054,PROD065,WH007,2,432.88,2025-04-27,2025-04-26,Delivered
ORD002680,2024-02-15,CUST00536,PROD007,WH001,3,966.09,2024-02-21,2024-02-19,Delivered
ORD002681,2024-09-08,CUST00741,PROD045,WH006,5,783.6,2024-09-13,2024-09-13,Delivered
ORD002682,2025-06-12,CUST00774,PROD068,WH003,2,563.76,2025-06-16,2025-06-15,Delivered
ORD002683,2025-07-30,CUST01634,PROD031,WH007,1,142.15,2025-08-01,2025-08-04,Delayed
ORD002684,2024-10-02,CUST01355,PROD030,WH006,4,94.2,2024-10-08,2024-10-07,Delivered
ORD002685,2024-02-20,CUST00769,PROD040,WH003,15,6392.7,2024-02-24,2024-02-22,Delivered
ORD002686,2024-02-12,CUST00963,PROD092,WH001,15,1555.2,2024-02-18,2024-02-16,Delivered
ORD002687,2024-02-24,CUST01234,PROD027,WH004,1,333.32,2024-02-29,2024-02-28,Delivered
ORD002688,2025-09-20,CUST01611,PROD059,WH010,5,613.8,2025-09-26,2025-09-25,Delivered
ORD002689,2024-01-18,CUST00258,PROD100,WH009,5,2538.0,2024-01-24,2024-01-27,Delayed
ORD002690,2024-03-07,CUST01773,PROD035,WH001,10,1066.3,2024-03-09,2024-03-09,Delivered
ORD002691,2025-02-05,CUST01875,PROD068,WH002,2,563.76,2025-02-09,2025-02-07,Delivered
ORD002692,2025-06-25,CUST01971,PROD001,WH005,2,56.78,2025-07-02,2025-07-07,Delayed
ORD002693,2025-10-21,CUST01804,PROD071,WH008,15,7236.45,2025-10-24,2025-10-23,Delivered
ORD002694,2024-09-11,CUST01565,PROD025,WH007,2,132.24,2024-09-17,2024-09-15,Delivered
ORD002695,2024-07-11,CUST00549,PROD083,WH002,20,1123.0,2024-07-17,2024-07-16,Delivered
ORD002696,2024-09-05,CUST01427,PROD087,WH002,20,5296.0,2024-09-08,2024-09-08,Delivered
ORD002697,2025-02-13,CUST00350,PROD087,WH005,1,264.8,2025-02-19,2025-02-17,Delivered
ORD002698,2025-06-18,CUST00610,PROD083,WH005,1,56.15,2025-06-24,2025-06-23,Delivered
ORD002699,2024-06-11,CUST00268,PROD032,WH007,3,1014.09,2024-06-13,2024-06-11,Delivered
ORD002700,2025-01-12,CUST00439,PROD093,WH009,4,1580.52,2025-01-19,2025-01-26,Delayed
ORD002701,2024-04-16,CUST00947,PROD100,WH005,5,2538.0,2024-04-20,2024-04-22,Delayed
ORD002702,2024-02-11,CUST00727,PROD038,WH007,5,1440.8,2024-02-16,2024-02-16,Delivered
ORD002703,2025-01-17,CUST01616,PROD006,WH003,2,987.8,2025-01-21,2025-01-20,Delivered
ORD002704,2024-08-22,CUST01114,PROD087,WH006,5,1324.0,2024-08-29,2024-08-28,Delivered
ORD002705,2025-11-30,CUST01370,PROD038,WH004,3,864.48,2025-12-03,2025-12-04,Delayed
ORD002706,2024-03-27,CUST01623,PROD049,WH005,3,613.44,2024-04-01,2024-04-08,Delayed
ORD002707,2024-10-13,CUST01582,PROD066,WH010,1,191.15,2024-10-17,2024-10-18,Delayed
ORD002708,2024-08-19,CUST01139,PROD014,WH006,10,508.8,2024-08-26,2024-08-26,Delivered
ORD002709,2025-12-15,CUST01701,PROD067,WH003,2,461.7,2025-12-21,,Cancelled
ORD002710,2024-10-09,CUST01250,PROD093,WH003,1,395.13,2024-10-13,2024-10-12,Delivered
ORD002711,2025-12-14,CUST00594,PROD087,WH006,1,264.8,2025-12-16,2025-12-16,Delivered
ORD002712,2025-12-04,CUST00420,PROD008,WH005,3,114.96,2025-12-11,2025-12-11,Delivered
ORD002713,2024-08-09,CUST01697,PROD098,WH006,2,187.88,2024-08-12,2024-08-12,Delivered
ORD002714,2025-06-22,CUST00251,PROD076,WH006,3,1253.07,2025-06-26,2025-06-24,Delivered
ORD002715,2025-02-08,CUST00185,PROD029,WH003,3,45.57,2025-02-15,2025-02-15,Delivered
ORD002716,2024-04-06,CUST00956,PROD077,WH008,2,278.58,2024-04-13,2024-04-11,Delivered
ORD002717,2024-05-06,CUST00494,PROD007,WH010,1,322.03,2024-05-12,2024-05-12,Delivered
ORD002718,2025-08-30,CUST00444,PROD081,WH004,3,281.46,2025-09-01,2025-09-09,Delayed
ORD002719,2024-05-17,CUST00081,PROD083,WH006,2,112.3,2024-05-22,2024-05-22,Delivered
ORD002720,2025-02-20,CUST01881,PROD093,WH002,2,790.26,2025-02-22,2025-02-22,Delivered
ORD002721,2025-09-18,CUST00196,PROD064,WH006,3,81.45,2025-09-24,2025-09-23,Delivered
