customer_id,customer_segment,state,region
CUST00812,Wholesale,CT,Northeast
CUST00813,Retail,MI,Midwest
CUST00814,Retail,TX,South
CUST00815,Enterprise,OR,West
CUST00816,Retail,OR,West
CUST00817,Retail,TN,South
CUST00818,Retail,NJ,Northeast
CUST00819,Retail,PA,Northeast
CUST00820,Enterprise,FL,South
CUST00821,Wholesale,GA,South
CUST00822,Retail,IN,Midwest
CUST00823,Retail,OR,West
CUST00824,Enterprise,NY,Northeast
CUST00825,Wholesale,NJ,Northeast
CUST00826,Retail,NC,South
CUST00827,Enterprise,WA,West
CUST00828,Enterprise,MI,Midwest
CUST00829,Wholesale,GA,South
CUST00830,Retail,OR,West
CUST00831,Retail,TN,South
CUST00832,Wholesale,TN,South
CUST00833,Retail,OR,West
CUST00834,Wholesale,NC,South
CUST00835,Retail,MA,Northeast
CUST00836,Retail,TX,South
CUST00837,Retail,OR,West
CUST00838,Retail,TX,South
CUST00839,Enterprise,AZ,West
CUST00840,Wholesale,IL,Midwest
CUST00841,Wholesale,WA,West
CUST00842,Retail,WA,West
CUST00843,Retail,IL,Midwest
CUST00844,Retail,NJ,Northeast
CUST00845,Retail,PA,Northeast
CUST00846,Retail,NC,South
CUST00847,Retail,WI,Midwest
CUST00848,Retail,WI,Midwest
CUST00849,Retail,CA,West
CUST00850,Enterprise,IN,Midwest
CUST00851,Wholesale,IN,Midwest
CUST00852,Retail,NC,South
CUST00853,Retail,AZ,West
CUST00854,Wholesale,WI,Midwest
CUST00855,Retail,TN,South
CUST00856,Wholesale,FL,South
CUST00857,Wholesale,WA,West
CUST00858,Retail,MI,Midwest
CUST00859,Retail,GA,South
CUST00860,Retail,FL,South
CUST00861,Retail,WI,Midwest
CUST00862,Retail,NC,South
CUST00863,Wholesale,TN,South
CUST00864,Retail,FL,South
CUST00865,Retail,CT,Northeast
CUST00866,Enterprise,CO,West
CUST00867,Wholesale,GA,South
CUST00868,Retail,TX,South
CUST00869,Retail,TX,South
CUST00870,Retail,NC,South
CUST00871,Wholesale,NC,South
CUST00872,Retail,OH,Midwest
CUST00873,Retail,TN,South
CUST00874,Enterprise,GA,South
CUST00875,Retail,CT,Northeast
CUST00876,Wholesale,OH,Midwest
CUST00877,Enterprise,CT,Northeast
CUST00878,Retail,OH,Midwest
CUST00879,Wholesale,NY,Northeast
CUST00880,Retail,AZ,West
CUST00881,Enterprise,CA,West
CUST00882,Retail,IL,Midwest
CUST00883,Wholesale,WI,Midwest
CUST00884,Retail,CO,West
CUST00885,Wholesale,MI,Midwest
CUST00886,Wholesale,FL,South
CUST00887,Retail,NY,Northeast
CUST00888,Wholesale,IN,Midwest
CUST00889,Retail,NJ,Northeast
CUST00890,Retail,WA,West
CUST00891,Retail,PA,Northeast
CUST00892,Retail,WA,West
CUST00893,Retail,TX,South
CUST00894,Enterprise,MA,Northeast
CUST00895,Retail,MA,Northeast
CUST00896,Wholesale,NC,South
CUST00897,Retail,WA,West
CUST00898,Wholesale,AZ,West
CUST00899,Enterprise,IL,Midwest
CUST00900,Retail,GA,South
CUST00901,Wholesale,AZ,West
CUST00902,Retail,IL,Midwest
CUST00903,Wholesale,FL,South
CUST00904,Retail,OH,Midwest
CUST00905,Enterprise,CO,West
CUST00906,Retail,TX,South
CUST00907,Retail,CA,West
CUST00908,Wholesale,OH,Midwest
CUST00909,Retail,AZ,West
CUST00910,Retail,IL,Midwest
CUST00911,Retail,NC,South
CUST00912,Retail,WI,Midwest
CUST00913,Retail,FL,South
CUST00914,Retail,TN,South
CUST00915,Retail,MA,Northeast
CUST00916,Retail,GA,South
CUST00917,Wholesale,NY,Northeast
CUST00918,Retail,AZ,West
CUST00919,Retail,WI,Midwest
CUST00920,Retail,TX,South
CUST00921,Retail,FL,South
CUST00922,Wholesale,OH,Midwest
CUST00923,Retail,WI,Midwest
CUST00924,Retail,WI,Midwest
CUST00925,Wholesale,NC,South
CUST00926,Wholesale,OR,West
CUST00927,Retail,OH,Midwest
CUST00928,Wholesale,CT,Northeast
CUST00929,Enterprise,OR,West
CUST00930,Retail,TX,South
CUST00931,Wholesale,NY,Northeast
CUST00932,Wholesale,IN,Midwest
CUST00933,Retail,OH,Midwest
CUST00934,Retail,TN,South
CUST00935,Retail,CA,West
CUST00936,Wholesale,IN,Midwest
CUST00937,Enterprise,CA,West
CUST00938,Wholesale,CA,West
CUST00939,Retail,WA,West
CUST00940,Retail,CO,West
CUST00941,Retail,CT,Northeast
CUST00942,Retail,AZ,West
CUST00943,Retail,PA,Northeast
CUST00944,Wholesale,TX,South
CUST00945,Retail,IN,Midwest
CUST00946,Wholesale,NY,Northeast
CUST00947,Retail,AZ,West
CUST00948,Retail,CT,Northeast
CUST00949,Retail,NY,Northeast
CUST00950,Retail,CA,West
CUST00951,Enterprise,NC,South
CUST00952,Retail,OH,Midwest
CUST00953,Wholesale,AZ,West
CUST00954,Retail,CO,West
CUST00955,Wholesale,CO,West
CUST00956,Retail,CT,Northeast
CUST00957,Wholesale,MI,Midwest
CUST00958,Wholesale,NJ,Northeast
CUST00959,Retail,OR,West
CUST00960,Retail,OH,Midwest
CUST00961,Wholesale,NY,Northeast
CUST00962,Enterprise,NC,South
CUST00963,Retail,OR,West
CUST00964,Wholesale,WA,West
CUST00965,Enterprise,WI,Midwest
CUST00966,Wholesale,GA,South
CUST00967,Enterprise,GA,South
CUST00968,Wholesale,NY,Northeast
CUST00969,Retail,OR,West
CUST00970,Retail,NJ,Northeast
CUST00971,Retail,IL,Midwest
CUST00972,Wholesale,CT,Northeast
CUST00973,Wholesale,PA,Northeast
CUST00974,Retail,NJ,Northeast
CUST00975,Wholesale,PA,Northeast
CUST00976,Wholesale,WA,West
CUST00977,Retail,IL,Midwest
CUST00978,Retail,IN,Midwest
CUST00979,Retail,GA,South
CUST00980,Retail,TN,South
CUST00981,Retail,GA,South
CUST00982,Retail,GA,South
CUST00983,Retail,WI,Midwest
CUST00984,Retail,FL,South
CUST00985,Retail,CT,Northeast
CUST00986,Retail,WI,Midwest
CUST00987,Wholesale,CA,West
CUST00988,Retail,NC,South
CUST00989,Enterprise,NC,South
CUST00990,Enterprise,WA,West
CUST00991,Retail,NC,South
CUST00992,Retail,IN,Midwest
CUST00993,Retail,WA,West
CUST00994,Retail,MI,Midwest
CUST00995,Retail,WI,Midwest
CUST00996,Retail,CT,Northeast
CUST00997,Retail,CO,West
CUST00998,Retail,WI,Midwest
CUST00999,Retail,MI,Midwest
CUST01000,Wholesale,MI,Midwest
CUST01001,Retail,PA,Northeast
CUST01002,Retail,TX,South
CUST01003,Retail,IL,Midwest
CUST01004,Enterprise,NC,South
CUST01005,Retail,NY,Northeast
CUST01006,Retail,IN,Midwest
CUST01007,Wholesale,WI,Midwest
CUST01008,Retail,MI,Midwest
CUST01009,Enterprise,TX,South
CUST01010,Wholesale,OH,Midwest
CUST01011,Wholesale,PA,Northeast
CUST01012,Wholesale,IN,Midwest
CUST01013,Enterprise,WI,Midwest
CUST01014,Enterprise,IN,Midwest
CUST01015,Wholesale,FL,South
CUST01016,Wholesale,CO,West
CUST01017,Retail,FL,South
CUST01018,Retail,FL,South
CUST01019,Retail,CO,West
CUST01020,Retail,PA,Northeast
CUST01021,Retail,GA,South
CUST01022,Retail,FL,South
CUST01023,Retail,CA,West
CUST01024,Wholesale,OH,Midwest
CUST01025,Enterprise,MA,Northeast
CUST01026,Retail,AZ,West
CUST01027,Retail,OH,Midwest
CUST01028,Wholesale,GA,South
CUST01029,Retail,OR,West
CUST01030,Wholesale,WI,Midwest
CUST01031,Retail,FL,South
CUST01032,Retail,CO,West
CUST01033,Enterprise,WA,West
CUST01034,Retail,GA,South
CUST01035,Wholesale,IN,Midwest
CUST01036,Wholesale,WA,West
CUST01037,Retail,CT,Northeast
CUST01038,Wholesale,NY,Northeast
CUST01039,Enterprise,NY,Northeast
CUST01040,Retail,WA,West
CUST01041,Wholesale,IL,Midwest
CUST01042,Retail,IL,Midwest
CUST01043,Retail,IN,Midwest
CUST01044,Retail,AZ,West
CUST01045,Retail,CT,Northeast
CUST01046,Enterprise,CO,West
CUST01047,Enterprise,NY,Northeast
CUST01048,Retail,CA,West
CUST01049,Wholesale,CT,Northeast
CUST01050,Retail,TN,South
CUST01051,Retail,TX,South
CUST01052,Wholesale,WA,West
CUST01053,Retail,NY,Northeast
CUST01054,Retail,OH,Midwest
CUST01055,Wholesale,IN,Midwest
CUST01056,Retail,FL,South
CUST01057,Retail,NC,South
CUST01058,Retail,MA,Northeast
CUST01059,Retail,CO,West
CUST01060,Wholesale,OH,Midwest
CUST01061,Retail,TX,South
CUST01062,Wholesale,NY,Northeast
CUST01063,Retail,CO,West
CUST01064,Retail,OR,West
CUST01065,Retail,CA,West
CUST01066,Retail,NJ,Northeast
CUST01067,Wholesale,PA,Northeast
CUST01068,Wholesale,AZ,West
CUST01069,Retail,CT,Northeast
CUST01070,Retail,NJ,Northeast
CUST01071,Retail,IN,Midwest
CUST01072,Retail,AZ,West
CUST01073,Wholesale,NY,Northeast
CUST01074,Retail,TN,South
CUST01075,Retail,NJ,Northeast
CUST01076,Retail,TX,South
CUST01077,Retail,IN,Midwest
CUST01078,Retail,WI,Midwest
CUST01079,Retail,MA,Northeast
CUST01080,Retail,IN,Midwest
CUST01081,Retail,IN,Midwest
CUST01082,Wholesale,OR,West
CUST01083,Retail,NC,South
CUST01084,Enterprise,IL,Midwest
CUST01085,Retail,TX,South
CUST01086,Wholesale,PA,Northeast
CUST01087,Retail,IL,Midwest
CUST01088,Wholesale,TN,South
CUST01089,Wholesale,AZ,West
CUST01090,Retail,MA,Northeast
CUST01091,Retail,CO,West
CUST01092,Retail,MI,Midwest
CUST01093,Retail,CO,West
CUST01094,Retail,IN,Midwest
CUST01095,Retail,CA,West
CUST01096,Retail,GA,South
CUST01097,Retail,NY,Northeast
CUST01098,Wholesale,GA,South
CUST01099,Wholesale,WA,West
CUST01100,Enterprise,AZ,West
CUST01101,Retail,TX,South
CUST01102,Retail,NY,Northeast
CUST01103,Retail,NC,South
CUST01104,Retail,FL,South
CUST01105,Wholesale,NJ,Northeast
CUST01106,Retail,NJ,Northeast
CUST01107,Wholesale,CO,West
CUST01108,Retail,CA,West
CUST01109,Retail,NY,Northeast
CUST01110,Retail,TN,South
CUST01111,Retail,CT,Northeast
CUST01112,Retail,NC,South
CUST01113,Retail,MA,Northeast
CUST01114,Retail,CO,West
CUST01115,Retail,CT,Northeast
CUST01116,Retail,IN,Midwest
CUST01117,Retail,WI,Midwest
CUST01118,Retail,OH,Midwest
CUST01119,Retail,FL,South
CUST01120,Wholesale,NC,South
CUST01121,Retail,IL,Midwest
CUST01122,Wholesale,WI,Midwest
CUST01123,Retail,NC,South
CUST01124,Retail,NC,South
CUST01125,Wholesale,MA,Northeast
CUST01126,Retail,GA,South
CUST01127,Retail,OR,West
CUST01128,Retail,WI,Midwest
CUST01129,Retail,NJ,Northeast
CUST01130,Retail,TX,South
CUST01131,Retail,AZ,West
CUST01132,Wholesale,AZ,West
CUST01133,Retail,AZ,West
CUST01134,Retail,OR,West
CUST01135,Retail,MI,Midwest
CUST01136,Wholesale,TN,South
CUST01137,Retail,WI,Midwest
CUST01138,Retail,GA,South
CUST01139,Retail,AZ,West
CUST01140,Enterprise,NC,South
CUST01141,Retail,MI,Midwest
CUST01142,Retail,AZ,West
CUST01143,Retail,AZ,West
CUST01144,Retail,CT,Northeast
CUST01145,Retail,IN,Midwest
CUST01146,Retail,IN,Midwest
CUST01147,Wholesale,PA,Northeast
CUST01148,Wholesale,WI,Midwest
CUST01149,Retail,TX,South
CUST01150,Wholesale,CO,West
CUST01151,Retail,MI,Midwest
CUST01152,Retail,MI,Midwest
CUST01153,Retail,WI,Midwest
CUST01154,Enterprise,CA,West
CUST01155,Retail,OR,West
CUST01156,Retail,OR,West
CUST01157,Retail,OR,West
CUST01158,Retail,OR,West
CUST01159,Retail,MA,Northeast
CUST01160,Retail,NY,Northeast
CUST01161,Retail,MI,Midwest
CUST01162,Retail,IN,Midwest
CUST01163,Retail,CT,Northeast
CUST01164,Wholesale,AZ,West
CUST01165,Retail,CA,West
CUST01166,Retail,NY,Northeast
CUST01167,Wholesale,GA,South
CUST01168,Retail,WI,Midwest
CUST01169,Retail,NC,South
CUST01170,Enterprise,OR,West
CUST01171,Retail,MI,Midwest
CUST01172,Retail,PA,Northeast
CUST01173,Retail,MA,Northeast
CUST01174,Retail,CA,West
CUST01175,Retail,NJ,Northeast
CUST01176,Retail,FL,South
CUST01177,Retail,NC,South
CUST01178,Retail,IN,Midwest
CUST01179,Enterprise,AZ,West
CUST01180,Wholesale,CA,West
CUST01181,Retail,CO,West
CUST01182,Retail,TX,South
CUST01183,Wholesale,TX,South
CUST01184,Retail,NY,Northeast
CUST01185,Retail,TX,South
CUST01186,Enterprise,OH,Midwest
CUST01187,Retail,IN,Midwest
CUST01188,Wholesale,MI,Midwest
CUST01189,Enterprise,CO,West
CUST01190,Retail,WI,Midwest
CUST01191,Retail,OH,Midwest
CUST01192,Retail,CO,West
CUST01193,Wholesale,CT,Northeast
CUST01194,Wholesale,WI,Midwest
CUST01195,Wholesale,CO,West
CUST01196,Retail,NJ,Northeast
CUST01197,Wholesale,MI,Midwest
CUST01198,Enterprise,CT,Northeast
CUST01199,Retail,CT,Northeast
CUST01200,Enterprise,MI,Midwest
CUST01201,Wholesale,GA,South
CUST01202,Wholesale,CA,West
CUST01203,Retail,NC,South
CUST01204,Retail,TN,South
CUST01205,Retail,OR,West
CUST01206,Retail,OR,West
CUST01207,Retail,MA,Northeast
CUST01208,Wholesale,NC,South
CUST01209,Enterprise,MI,Midwest
CUST01210,Wholesale,NJ,Northeast
CUST01211,Retail,TX,South
CUST01212,Retail,MI,Midwest
CUST01213,Retail,NJ,Northeast
CUST01214,Wholesale,GA,South
CUST01215,Wholesale,CO,West
CUST01216,Enterprise,IN,Midwest
CUST01217,Retail,CO,West
CUST01218,Enterprise,WI,Midwest
CUST01219,Wholesale,IN,Midwest
CUST01220,Retail,WI,Midwest
CUST01221,Wholesale,GA,South
CUST01222,Retail,MI,Midwest
CUST01223,Retail,OR,West
CUST01224,Retail,MA,Northeast
CUST01225,Retail,PA,Northeast
CUST01226,Retail,OH,Midwest
CUST01227,Retail,OR,West
CUST01228,Retail,CO,West
CUST01229,Retail,CO,West
CUST01230,Retail,CO,West
CUST01231,Retail,IL,Midwest
CUST01232,Retail,NJ,Northeast
CUST01233,Retail,TX,South
CUST01234,Retail,GA,South
CUST01235,Retail,GA,South
CUST01236,Retail,OR,West
CUST01237,Retail,OR,West
CUST01238,Wholesale,CT,Northeast
CUST01239,Retail,MA,Northeast
CUST01240,Retail,TN,South
CUST01241,Enterprise,PA,Northeast
CUST01242,Wholesale,WI,Midwest
CUST01243,Enterprise,NJ,Northeast
CUST01244,Wholesale,TX,South
CUST01245,Retail,AZ,West
CUST01246,Retail,TX,South
CUST01247,Retail,CA,West
CUST01248,Retail,OH,Midwest
CUST01249,Retail,TN,South
CUST01250,Retail,WA,West
CUST01251,Retail,OH,Midwest
CUST01252,Wholesale,IL,Midwest
CUST01253,Wholesale,TN,South
CUST01254,Retail,TN,South
CUST01255,Wholesale,MI,Midwest
CUST01256,Retail,FL,South
CUST01257,Wholesale,TN,South
CUST01258,Retail,NJ,Northeast
CUST01259,Enterprise,CA,West
CUST01260,Wholesale,GA,South
CUST01261,Retail,OH,Midwest
CUST01262,Retail,MI,Midwest
CUST01263,Retail,WI,Midwest
CUST01264,Retail,WA,West
CUST01265,Retail,NC,South
CUST01266,Retail,CO,West
CUST01267,Retail,NY,Northeast
CUST01268,Wholesale,OR,West
CUST01269,Enterprise,FL,South
CUST01270,Retail,CO,West
CUST01271,Retail,TN,South
CUST01272,Retail,NY,Northeast
CUST01273,Wholesale,AZ,West
CUST01274,Retail,CT,Northeast
CUST01275,Enterprise,WA,West
CUST01276,Wholesale,WA,West
CUST01277,Retail,AZ,West
CUST01278,Retail,FL,South
CUST01279,Wholesale,TN,South
CUST01280,Wholesale,IN,Midwest
CUST01281,Retail,AZ,West
CUST01282,Retail,NY,Northeast
CUST01283,Wholesale,PA,Northeast
CUST01284,Retail,NY,Northeast
CUST01285,Enterprise,WI,Midwest
CUST01286,Retail,CA,West
CUST01287,Retail,WA,West
CUST01288,Wholesale,MI,Midwest
CUST01289,Retail,MI,Midwest
CUST01290,Retail,MA,Northeast
CUST01291,Retail,TX,South
CUST01292,Retail,GA,South
CUST01293,Retail,PA,Northeast
CUST01294,Retail,GA,South
CUST01295,Retail,CA,West
CUST01296,Wholesale,NY,Northeast
CUST01297,Retail,WI,Midwest
CUST01298,Retail,NJ,Northeast
CUST01299,Retail,IN,Midwest
CUST01300,Enterprise,CA,West
CUST01301,Wholesale,MA,Northeast
CUST01302,Retail,PA,Northeast
CUST01303,Retail,WI,Midwest
CUST01304,Retail,NJ,Northeast
CUST01305,Wholesale,CA,West
CUST01306,Wholesale,NY,Northeast
CUST01307,Wholesale,FL,South
CUST01308,Wholesale,GA,South
CUST01309,Wholesale,WA,West
CUST01310,Retail,IL,Midwest
CUST01311,Retail,CT,Northeast
CUST01312,Retail,WI,Midwest
CUST01313,Retail,GA,South
CUST01314,Wholesale,WI,Midwest
CUST01315,Retail,WA,West
CUST01316,Retail,NY,Northeast
CUST01317,Retail,IL,Midwest
CUST01318,Retail,AZ,West
CUST01319,Retail,AZ,West
CUST01320,Retail,OH,Midwest
CUST01321,Retail,TX,South
CUST01322,Retail,IN,Midwest
CUST01323,Retail,TX,South
CUST01324,Retail,GA,South
CUST01325,Retail,WI,Midwest
CUST01326,Retail,TX,South
CUST01327,Retail,WI,Midwest
CUST01328,Wholesale,CA,West
CUST01329,Retail,WI,Midwest
CUST01330,Retail,CT,Northeast
CUST01331,Wholesale,MA,Northeast
CUST01332,Retail,GA,South
CUST01333,Retail,OR,West
CUST01334,Wholesale,AZ,West
CUST01335,Retail,WI,Midwest
CUST01336,Retail,NY,Northeast
CUST01337,Enterprise,NY,Northeast
CUST01338,Wholesale,GA,South
CUST01339,Retail,NY,Northeast
CUST01340,Retail,OR,West
CUST01341,Retail,TN,South
CUST01342,Retail,CO,West
CUST01343,Retail,CA,West
CUST01344,Retail,MI,Midwest
CUST01345,Retail,MA,Northeast
CUST01346,Retail,CT,Northeast
CUST01347,Wholesale,OH,Midwest
CUST01348,Wholesale,NC,South
CUST01349,Retail,MA,Northeast
CUST01350,Retail,WA,West
CUST01351,Retail,NJ,Northeast
CUST01352,Retail,PA,Northeast
CUST01353,Wholesale,PA,Northeast
CUST01354,Retail,MA,Northeast
CUST01355,Retail,IL,Midwest
CUST01356,Retail,NJ,Northeast
CUST01357,Retail,NJ,Northeast
CUST01358,Retail,AZ,West
CUST01359,Retail,GA,South
CUST01360,Enterprise,GA,South
CUST01361,Retail,TX,South
CUST01362,Retail,MA,Northeast
CUST01363,Retail,AZ,West
CUST01364,Retail,MA,Northeast
CUST01365,Enterprise,PA,Northeast
CUST01366,Retail,OR,West
CUST01367,Wholesale,TX,South
CUST01368,Retail,OR,West
CUST01369,Retail,MI,Midwest
CUST01370,Retail,MI,Midwest
CUST01371,Wholesale,CT,Northeast
CUST01372,Retail,NJ,Northeast
CUST01373,Retail,NY,Northeast
CUST01374,Enterprise,NJ,Northeast
CUST01375,Retail,PA,Northeast
CUST01376,Retail,NC,South
CUST01377,Retail,OH,Midwest
CUST01378,Enterprise,CT,Northeast
CUST01379,Retail,WA,West
CUST01380,Wholesale,GA,South
CUST01381,Wholesale,AZ,West
CUST01382,Retail,TX,South
CUST01383,Wholesale,TX,South
CUST01384,Retail,NJ,Northeast
CUST01385,Retail,IN,Midwest
CUST01386,Wholesale,PA,Northeast
CUST01387,Wholesale,PA,Northeast
CUST01388,Retail,FL,South
CUST01389,Retail,TX,South
CUST01390,Retail,CA,West
CUST01391,Retail,GA,South
CUST01392,Retail,TN,South
CUST01393,Retail,TN,South
CUST01394,Retail,WI,Midwest
CUST01395,Retail,TN,South
CUST01396,Retail,WA,West
CUST01397,Retail,OH,Midwest
CUST01398,Retail,PA,Northeast
CUST01399,Wholesale,NJ,Northeast
CUST01400,Retail,TX,South
CUST01401,Enterprise,TX,South
CUST01402,Wholesale,AZ,West
CUST01403,Retail,NJ,Northeast
CUST01404,Wholesale,WI,Midwest
CUST01405,Retail,CA,West
CUST01406,Retail,MI,Midwest
CUST01407,Retail,NY,Northeast
CUST01408,Retail,IN,Midwest
CUST01409,Retail,AZ,West
CUST01410,Retail,CA,West
CUST01411,Retail,CT,Northeast
CUST01412,Wholesale,WI,Midwest
CUST01413,Retail,CT,Northeast
CUST01414,Wholesale,PA,Northeast
CUST01415,Retail,OH,Midwest
CUST01416,Retail,FL,South
CUST01417,Wholesale,NC,South
CUST01418,Retail,FL,South
CUST01419,Retail,AZ,West
CUST01420,Retail,IL,Midwest
CUST01421,Retail,OH,Midwest
CUST01422,Enterprise,NJ,Northeast
CUST01423,Retail,NJ,Northeast
CUST01424,Enterprise,CO,West
CUST01425,Retail,NC,South
CUST01426,Retail,CT,Northeast
CUST01427,Retail,GA,South
CUST01428,Retail,AZ,West
CUST01429,Retail,AZ,West
CUST01430,Wholesale,NY,Northeast
CUST01431,Wholesale,MI,Midwest
CUST01432,Retail,NJ,Northeast
CUST01433,Enterprise,GA,South
CUST01434,Wholesale,NJ,Northeast
CUST01435,Wholesale,NC,South
CUST01436,Retail,MA,Northeast
CUST01437,Retail,GA,South
CUST01438,Retail,PA,Northeast
CUST01439,Retail,OR,West
CUST01440,Retail,IL,Midwest
CUST01441,Wholesale,CA,West
CUST01442,Retail,IL,Midwest
CUST01443,Retail,NY,Northeast
CUST01444,Enterprise,OH,Midwest
CUST01445,Wholesale,WI,Midwest
CUST01446,Retail,TX,South
CUST01447,Wholesale,TX,South
CUST01448,Retail,NY,Northeast
CUST01449,Retail,WI,Midwest
CUST01450,Retail,IL,Midwest
CUST01451,Retail,TX,South
CUST01452,Retail,PA,Northeast
CUST01453,Retail,NJ,Northeast
CUST01454,Retail,CO,West
CUST01455,Retail,CA,West
CUST01456,Retail,CO,West
CUST01457,Wholesale,MI,Midwest
CUST01458,Retail,OH,Midwest
CUST01459,Retail,FL,South
CUST01460,Retail,WA,West
CUST01461,Retail,CT,Northeast
CUST01462,Retail,MI,Midwest
CUST01463,Wholesale,CO,West
CUST01464,Retail,CA,West
CUST01465,Retail,MA,Northeast
CUST01466,Wholesale,WA,West
CUST01467,Retail,WA,West
CUST01468,Retail,IN,Midwest
CUST01469,Retail,PA,Northeast
CUST01470,Retail,NC,South
CUST01471,Retail,AZ,West
CUST01472,Retail,NC,South
CUST01473,Wholesale,GA,South
CUST01474,Wholesale,MA,Northeast
CUST01475,Wholesale,IL,Midwest
CUST01476,Wholesale,TX,South
CUST01477,Retail,OR,West
CUST01478,Wholesale,TN,South
CUST01479,Retail,OH,Midwest
CUST01480,Retail,NJ,Northeast
CUST01481,Retail,MI,Midwest
CUST01482,Retail,NJ,Northeast
CUST01483,Retail,AZ,West
CUST01484,Enterprise,OH,Midwest
CUST01485,Retail,IN,Midwest
CUST01486,Retail,FL,South
CUST01487,Retail,MA,Northeast
CUST01488,Wholesale,IN,Midwest
CUST01489,Retail,WI,Midwest
CUST01490,Wholesale,GA,South
CUST01491,Retail,CA,West
CUST01492,Retail,NY,Northeast
CUST01493,Retail,IN,Midwest
CUST01494,Wholesale,IL,Midwest
CUST01495,Retail,CA,West
CUST01496,Retail,TN,South
CUST01497,Retail,OH,Midwest
CUST01498,Retail,GA,South
CUST01499,Retail,TX,South
CUST01500,Retail,NJ,Northeast
CUST01501,Retail,IL,Midwest
CUST01502,Retail,TX,South
CUST01503,Retail,NC,South
CUST01504,Retail,MA,Northeast
CUST01505,Retail,FL,South
CUST01506,Wholesale,OH,Midwest
CUST01507,Retail,CO,West
CUST01508,Wholesale,GA,South
CUST01509,Wholesale,GA,South
CUST01510,Retail,WI,Midwest
CUST01511,Wholesale,FL,South
CUST01512,Retail,OH,Midwest
CUST01513,Enterprise,CT,Northeast
CUST01514,Retail,OR,West
CUST01515,Retail,NJ,Northeast
CUST01516,Wholesale,TN,South
CUST01517,Enterprise,IN,Midwest
CUST01518,Wholesale,PA,Northeast
CUST01519,Retail,MI,Midwest
CUST01520,Retail,NJ,Northeast
CUST01521,Enterprise,FL,South
CUST01522,Retail,IL,Midwest
CUST01523,Wholesale,NC,South
CUST01524,Wholesale,MA,Northeast
CUST01525,Retail,OH,Midwest
CUST01526,Retail,MA,Northeast
CUST01527,Retail,TX,South
CUST01528,Retail,NY,Northeast
CUST01529,Wholesale,CO,West
CUST01530,Retail,WA,West
CUST01531,Wholesale,CO,West
CUST01532,Retail,AZ,West
CUST01533,Enterprise,CA,West
CUST01534,Retail,OR,West
CUST01535,Retail,OH,Midwest
CUST01536,Retail,CA,West
CUST01537,Wholesale,MA,Northeast
CUST01538,Wholesale,MA,Northeast
CUST01539,Wholesale,TX,South
CUST01540,Retail,MA,Northeast
CUST01541,Retail,WI,Midwest
CUST01542,Retail,IL,Midwest
CUST01543,Retail,MA,Northeast
CUST01544,Retail,CA,West
CUST01545,Enterprise,WA,West
CUST01546,Enterprise,WA,West
CUST01547,Enterprise,NY,Northeast
CUST01548,Wholesale,GA,South
CUST01549,Retail,WI,Midwest
CUST01550,Retail,FL,South
CUST01551,Retail,GA,South
CUST01552,Wholesale,NY,Northeast
CUST01553,Retail,OR,West
CUST01554,Retail,WA,West
CUST01555,Retail,MA,Northeast
CUST01556,Retail,PA,Northeast
CUST01557,Wholesale,MA,Northeast
CUST01558,Wholesale,WA,West
CUST01559,Retail,NY,Northeast
CUST01560,Enterprise,OH,Midwest
CUST01561,Wholesale,TX,South
CUST01562,Retail,CA,West
CUST01563,Retail,NC,South
CUST01564,Retail,CO,West
CUST01565,Retail,TX,South
CUST01566,Enterprise,WA,West
CUST01567,Retail,NC,South
CUST01568,Wholesale,GA,South
CUST01569,Retail,CA,West
CUST01570,Retail,NC,South
CUST01571,Retail,AZ,West
CUST01572,Retail,MI,Midwest
CUST01573,Retail,NJ,Northeast
CUST01574,Enterprise,NY,Northeast
CUST01575,Retail,TN,South
CUST01576,Retail,OR,West
CUST01577,Retail,IN,Midwest
CUST01578,Retail,PA,Northeast
CUST01579,Retail,OR,West
CUST01580,Retail,OR,West
CUST01581,Retail,WI,Midwest
CUST01582,Retail,TX,South
CUST01583,Retail,CA,West
CUST01584,Retail,IL,Midwest
CUST01585,Retail,WA,West
CUST01586,Retail,OH,Midwest
CUST01587,Enterprise,OH,Midwest
CUST01588,Wholesale,PA,Northeast
CUST01589,Retail,PA,Northeast
CUST01590,Retail,OH,Midwest
CUST01591,Enterprise,FL,South
CUST01592,Wholesale,NY,Northeast
CUST01593,Retail,OR,West
CUST01594,Wholesale,OR,West
CUST01595,Retail,FL,South
CUST01596,Retail,CA,West
CUST01597,Retail,CA,West
CUST01598,Retail,WA,West
CUST01599,Enterprise,IN,Midwest
CUST01600,Wholesale,NY,Northeast
CUST01601,Retail,MA,Northeast
CUST01602,Retail,NC,South
CUST01603,Retail,NC,South
CUST01604,Retail,OR,West
CUST01605,Wholesale,CA,West
CUST01606,Retail,MI,Midwest
CUST01607,Retail,WA,West
CUST01608,Wholesale,CA,West
CUST01609,Retail,AZ,West
CUST01610,Wholesale,IL,Midwest
CUST01611,Retail,AZ,West
CUST01612,Enterprise,TX,South
CUST01613,Retail,FL,South
CUST01614,Retail,FL,South
CUST01615,Retail,CA,West
CUST01616,Retail,OH,Midwest
CUST01617,Wholesale,NC,South
CUST01618,Wholesale,FL,South
CUST01619,Retail,OR,West
CUST01620,Retail,NJ,Northeast
CUST01621,Retail,WA,West
CUST01622,Retail,CO,West
CUST01623,Retail,TX,South
