return_id,order_id,product_id,return_date,return_reason,return_cost
RET000403,ORD003829,PROD013,2025-01-05,Customer Changed Mind,123.02
RET000404,ORD003831,PROD087,2025-08-02,Customer Changed Mind,52.55
RET000405,ORD003837,PROD062,2025-03-04,Quality Issue,130.52
RET000406,ORD003846,PROD036,2024-12-02,Quality Issue,88.32
RET000407,ORD003855,PROD079,2025-09-21,Quality Issue,25.28
RET000408,ORD003856,PROD099,2025-07-11,Wrong Item,53.38
RET000409,ORD003868,PROD020,2025-08-17,Quality Issue,59.17
RET000410,ORD003873,PROD092,2025-04-10,Damaged Item,92.63
RET000411,ORD003885,PROD045,2025-10-16,Damaged Item,63.47
RET000412,ORD003886,PROD015,2025-12-01,Damaged Item,64.59
RET000413,ORD003914,PROD095,2024-10-10,Damaged Item,110.85
RET000414,ORD003915,PROD023,2024-10-11,Quality Issue,32.71
RET000415,ORD003917,PROD086,2024-05-22,Damaged Item,56.21
RET000416,ORD003929,PROD050,2025-11-11,Wrong Item,86.23
RET000417,ORD003930,PROD090,2024-06-22,Damaged Item,18.04
RET000418,ORD003940,PROD029,2025-04-12,Quality Issue,27.87
RET000419,ORD003946,PROD026,2024-06-18,Customer Changed Mind,142.19
RET000420,ORD003977,PROD064,2024-04-07,Quality Issue,90.81
RET000421,ORD003982,PROD098,2024-11-10,Wrong Item,89.89
RET000422,ORD003987,PROD086,2024-09-10,Wrong Item,114.04
RET000423,ORD004002,PROD100,2025-12-30,Quality Issue,82.58
RET000424,ORD004008,PROD060,2025-06-13,Damaged Item,67.54
RET000425,ORD004025,PROD011,2024-02-10,Wrong Item,59.38
RET000426,ORD004026,PROD088,2024-03-04,Late Delivery,127.64
RET000427,ORD004048,PROD034,2024-02-19,Damaged Item,67.71
RET000428,ORD004064,PROD040,2025-05-27,Damaged Item,133.57
RET000429,ORD004086,PROD027,2025-08-24,Customer Changed Mind,97.85
RET000430,ORD004088,PROD022,2025-09-26,Damaged Item,62.8
RET000431,ORD004089,PROD038,2025-08-02,Wrong Item,145.01
RET000432,ORD004091,PROD025,2025-07-18,Wrong Item,115.54
RET000433,ORD004098,PROD094,2024-07-24,Wrong Item,59.06
RET000434,ORD004100,PROD024,2025-09-18,Customer Changed Mind,65.61
RET000435,ORD004108,PROD007,2025-09-27,Quality Issue,102.65
RET000436,ORD004109,PROD098,2024-09-21,Customer Changed Mind,125.49
RET000437,ORD004122,PROD045,2024-04-30,Wrong Item,27.29
RET000438,ORD004128,PROD057,2025-07-02,Damaged Item,106.46
RET000439,ORD004142,PROD036,2025-02-27,Damaged Item,49.84
RET000440,ORD004149,PROD045,2025-04-15,Customer Changed Mind,96.66
RET000441,ORD004150,PROD017,2025-03-18,Quality Issue,112.06
RET000442,ORD004184,PROD023,2025-02-21,Wrong Item,90.38
RET000443,ORD004211,PROD081,2025-09-24,Quality Issue,60.14
RET000444,ORD004214,PROD039,2025-11-18,Wrong Item,58.78
RET000445,ORD004223,PROD003,2024-11-05,Customer Changed Mind,144.3
RET000446,ORD004234,PROD075,2025-04-29,Wrong Item,61.12
RET000447,ORD004251,PROD050,2024-12-11,Late Delivery,125.95
RET000448,ORD004259,PROD001,2024-09-17,Customer Changed Mind,21.66
RET000449,ORD004263,PROD029,2024-06-23,Quality Issue,148.14
RET000450,ORD004267,PROD012,2024-09-02,Quality Issue,80.3
RET000451,ORD004272,PROD058,2024-12-05,Customer Changed Mind,102.02
RET000452,ORD004293,PROD090,2024-06-21,Customer Changed Mind,71.41
RET000453,ORD004311,PROD057,2024-07-25,Customer Changed Mind,91.55
RET000454,ORD004345,PROD088,2025-02-09,Quality Issue,87.8
RET000455,ORD004346,PROD093,2024-09-12,Quality Issue,143.1
RET000456,ORD004361,PROD034,2024-04-21,Customer Changed Mind,27.46
RET000457,ORD004363,PROD056,2025-10-02,Quality Issue,146.57
RET000458,ORD004375,PROD076,2024-03-28,Damaged Item,96.93
RET000459,ORD004376,PROD087,2025-09-27,Late Delivery,15.13
RET000460,ORD004383,PROD060,2025-04-26,Damaged Item,91.95
RET000461,ORD004384,PROD093,2024-03-27,Late Delivery,115.16
RET000462,ORD004385,PROD039,2025-03-01,Late Delivery,37.66
RET000463,ORD004407,PROD010,2025-07-20,Customer Changed Mind,47.62
RET000464,ORD004408,PROD044,2024-11-19,Quality Issue,70.58
RET000465,ORD004413,PROD065,2025-05-12,Wrong Item,105.4
RET000466,ORD004429,PROD042,2025-06-25,Quality Issue,60.87
RET000467,ORD004435,PROD033,2024-06-09,Wrong Item,96.43
RET000468,ORD004436,PROD079,2025-06-17,Damaged Item,66.0
RET000469,ORD004441,PROD028,2024-10-18,Customer Changed Mind,65.75
RET000470,ORD004442,PROD006,2024-03-15,Customer Changed Mind,29.94
RET000471,ORD004443,PROD095,2025-08-01,Customer Changed Mind,117.47
RET000472,ORD004450,PROD060,2024-12-06,Customer Changed Mind,80.31
RET000473,ORD004471,PROD090,2025-04-19,Customer Changed Mind,29.55
RET000474,ORD004472,PROD028,2024-07-12,Quality Issue,14.43
RET000475,ORD004476,PROD054,2025-09-21,Wrong Item,90.84
RET000476,ORD004486,PROD066,2024-08-21,Damaged Item,147.19
RET000477,ORD004489,PROD022,2025-10-13,Customer Changed Mind,101.04
RET000478,ORD004508,PROD042,2024-08-27,Damaged Item,86.25
RET000479,ORD004555,PROD057,2024-08-17,Customer Changed Mind,105.3
RET000480,ORD004564,PROD097,2025-08-23,Quality Issue,93.07
RET000481,ORD004566,PROD024,2024-06-26,Customer Changed Mind,31.81
RET000482,ORD004567,PROD012,2025-01-27,Wrong Item,53.37
RET000483,ORD004585,PROD053,2025-05-26,Damaged Item,137.72
RET000484,ORD004609,PROD028,2025-01-02,Wrong Item,72.18
RET000485,ORD004618,PROD052,2024-07-06,Wrong Item,81.41
RET000486,ORD004651,PROD050,2025-03-12,Customer Changed Mind,93.36
RET000487,ORD004672,PROD073,2025-12-22,Damaged Item,147.31
RET000488,ORD004680,PROD090,2024-06-11,Quality Issue,128.97
RET000489,ORD004694,PROD037,2025-02-17,Damaged Item,101.6
RET000490,ORD004705,PROD001,2024-05-05,Wrong Item,11.54
RET000491,ORD004708,PROD065,2024-07-16,Late Delivery,74.38
RET000492,ORD004716,PROD045,2024-05-03,Wrong Item,33.17
RET000493,ORD004727,PROD087,2025-11-05,Damaged Item,34.24
RET000494,ORD004730,PROD099,2025-08-18,Customer Changed Mind,78.87
RET000495,ORD004741,PROD052,2024-03-04,Customer Changed Mind,102.13
RET000496,ORD004743,PROD039,2025-07-29,Quality Issue,27.93
RET000497,ORD004747,PROD100,2024-11-24,Customer Changed Mind,119.37
RET000498,ORD004748,PROD037,2024-01-17,Wrong Item,125.57
RET000499,ORD004757,PROD077,2024-12-21,Wrong Item,101.45
RET000500,ORD004768,PROD006,2024-06-28,Late Delivery,139.21
RET000501,ORD004780,PROD081,2025-02-21,Wrong Item,99.91
RET000502,ORD004794,PROD046,2024-05-23,Wrong Item,36.02
RET000503,ORD004799,PROD044,2024-09-29,Customer Changed Mind,90.1
RET000504,ORD004806,PROD013,2024-02-14,Customer Changed Mind,48.28
RET000505,ORD004816,PROD017,2025-03-08,Late Delivery,141.69
RET000506,ORD004828,PROD059,2025-11-19,Customer Changed Mind,77.54
RET000507,ORD004831,PROD094,2025-04-23,Quality Issue,134.38
RET000508,ORD004844,PROD036,2025-01-31,Damaged Item,117.85
RET000509,ORD004848,PROD061,2025-02-24,Customer Changed Mind,104.32
RET000510,ORD004855,PROD062,2025-11-09,Late Delivery,81.38
RET000511,ORD004872,PROD021,2025-09-19,Quality Issue,47.36
RET000512,ORD004884,PROD059,2024-01-29,Customer Changed Mind,78.6
RET000513,ORD004886,PROD098,2024-05-05,Wrong Item,62.1
RET000514,ORD004903,PROD080,2024-10-13,Wrong Item,76.41
RET000515,ORD004914,PROD073,2025-02-22,Wrong Item,76.66
RET000516,ORD004980,PROD002,2024-07-10,Late Delivery,34.22
RET000517,ORD004999,PROD033,2025-11-22,Damaged Item,25.6
RET000518,ORD005009,PROD043,2025-03-28,Damaged Item,73.81
RET000519,ORD005028,PROD032,2025-04-14,Quality Issue,142.45
RET000520,ORD005030,PROD093,2025-03-21,Wrong Item,140.15
RET000521,ORD005042,PROD078,2024-06-07,Customer Changed Mind,118.39
RET000522,ORD005056,PROD065,2024-03-07,Quality Issue,134.53
RET000523,ORD005062,PROD095,2025-01-04,Damaged Item,95.9
RET000524,ORD005095,PROD055,2024-08-01,Quality Issue,139.18
RET000525,ORD005098,PROD095,2024-04-29,Quality Issue,48.24
RET000526,ORD005104,PROD027,2025-05-29,Wrong Item,137.55
RET000527,ORD005116,PROD062,2025-11-06,Quality Issue,21.61
RET000528,ORD005122,PROD084,2025-09-04,Wrong Item,84.01
RET000529,ORD005124,PROD033,2025-07-09,Customer Changed Mind,56.68
RET000530,ORD005148,PROD062,2024-05-19,Quality Issue,31.94
RET000531,ORD005151,PROD095,2025-09-22,Quality Issue,145.74
RET000532,ORD005162,PROD096,2024-02-13,Late Delivery,28.75
RET000533,ORD005169,PROD017,2024-07-12,Wrong Item,32.84
RET000534,ORD005175,PROD004,2025-12-03,Quality Issue,116.22
RET000535,ORD005191,PROD070,2024-03-21,Damaged Item,103.8
RET000536,ORD005205,PROD002,2025-06-04,Late Delivery,40.07
RET000537,ORD005225,PROD091,2025-03-04,Late Delivery,70.77
RET000538,ORD005229,PROD039,2025-04-14,Wrong Item,122.77
RET000539,ORD005240,PROD098,2025-07-03,Damaged Item,37.22
RET000540,ORD005254,PROD037,2025-11-14,Wrong Item,35.15
RET000541,ORD005255,PROD025,2025-09-10,Damaged Item,127.79
RET000542,ORD005262,PROD005,2025-09-06,Damaged Item,120.72
RET000543,ORD005263,PROD005,2024-10-18,Quality Issue,59.31
RET000544,ORD005268,PROD088,2024-02-26,Late Delivery,18.53
RET000545,ORD005270,PROD075,2024-09-29,Quality Issue,40.0
RET000546,ORD005281,PROD068,2025-01-28,Wrong Item,107.66
RET000547,ORD005288,PROD040,2024-12-07,Wrong Item,114.75
RET000548,ORD005296,PROD039,2025-06-11,Quality Issue,52.46
RET000549,ORD005298,PROD066,2024-06-02,Quality Issue,105.29
RET000550,ORD005317,PROD038,2024-03-14,Quality Issue,43.52
RET000551,ORD005330,PROD017,2025-03-27,Quality Issue,55.06
RET000552,ORD005340,PROD060,2024-08-03,Damaged Item,50.47
RET000553,ORD005344,PROD037,2025-02-04,Customer Changed Mind,96.44
RET000554,ORD005354,PROD007,2025-02-13,Damaged Item,123.98
RET000555,ORD005358,PROD002,2025-08-22,Customer Changed Mind,27.16
RET000556,ORD005359,PROD016,2024-08-10,Wrong Item,101.86
RET000557,ORD005366,PROD085,2024-08-18,Late Delivery,59.93
RET000558,ORD005376,PROD042,2025-03-03,Quality Issue,30.43
RET000559,ORD005391,PROD008,2025-06-21,Quality Issue,125.11
RET000560,ORD005400,PROD057,2024-12-21,Wrong Item,17.43
RET000561,ORD005421,PROD100,2024-11-21,Damaged Item,72.18
RET000562,ORD005424,PROD085,2025-11-11,Customer Changed Mind,49.13
RET000563,ORD005454,PROD037,2024-08-15,Customer Changed Mind,136.56
RET000564,ORD005455,PROD016,2025-03-08,Wrong Item,52.38
RET000565,ORD005457,PROD087,2025-01-09,Late Delivery,76.35
RET000566,ORD005460,PROD090,2025-07-19,Customer Changed Mind,130.55
RET000567,ORD005489,PROD069,2024-04-24,Quality Issue,139.65
RET000568,ORD005492,PROD070,2025-11-14,Late Delivery,129.37
RET000569,ORD005525,PROD088,2024-11-21,Quality Issue,125.47
RET000570,ORD005528,PROD074,2024-10-01,Wrong Item,96.82
RET000571,ORD005533,PROD002,2025-08-24,Wrong Item,76.79
RET000572,ORD005536,PROD058,2025-03-13,Customer Changed Mind,88.28
RET000573,ORD005538,PROD033,2024-04-27,Late Delivery,31.62
RET000574,ORD005549,PROD093,2026-01-08,Quality Issue,116.91
RET000575,ORD005562,PROD092,2024-07-28,Customer Changed Mind,74.36
RET000576,ORD005577,PROD042,2025-07-08,Quality Issue,10.61
RET000577,ORD005583,PROD045,2024-07-04,Quality Issue,43.29
RET000578,ORD005588,PROD093,2024-03-04,Quality Issue,36.59
RET000579,ORD005589,PROD010,2024-05-20,Late Delivery,133.89
RET000580,ORD005593,PROD026,2025-07-08,Quality Issue,24.3
RET000581,ORD005596,PROD055,2024-11-24,Late Delivery,105.91
RET000582,ORD005597,PROD072,2024-07-21,Quality Issue,147.12
RET000583,ORD005606,PROD088,2025-03-15,Quality Issue,30.56
RET000584,ORD005608,PROD069,2024-03-03,Customer Changed Mind,58.34
RET000585,ORD005611,PROD051,2025-08-12,Damaged Item,34.63
RET000586,ORD005619,PROD020,2024-05-17,Damaged Item,77.61
RET000587,ORD005623,PROD044,2025-09-09,Quality Issue,72.39
RET000588,ORD005633,PROD022,2025-05-12,Damaged Item,29.92
RET000589,ORD005657,PROD056,2024-06-24,Damaged Item,62.77
RET000590,ORD005658,PROD100,2025-05-06,Damaged Item,61.74
RET000591,ORD005663,PROD032,2025-06-10,Customer Changed Mind,30.6
RET000592,ORD005664,PROD092,2025-11-26,Customer Changed Mind,58.84
RET000593,ORD005671,PROD089,2025-05-14,Customer Changed Mind,18.45
RET000594,ORD005675,PROD013,2025-04-01,Customer Changed Mind,54.74
RET000595,ORD005688,PROD089,2024-08-26,Damaged Item,73.5
RET000596,ORD005697,PROD008,2024-10-29,Customer Changed Mind,70.25
RET000597,ORD005719,PROD033,2024-05-11,Late Delivery,15.12
RET000598,ORD005736,PROD085,2024-12-14,Quality Issue,104.06
RET000599,ORD005748,PROD013,2024-07-31,Quality Issue,149.22
RET000600,ORD005759,PROD005,2025-10-30,Wrong Item,62.96
RET000601,ORD005775,PROD036,2024-10-10,Damaged Item,79.72
RET000602,ORD005777,PROD002,2024-05-10,Wrong Item,82.63
RET000603,ORD005793,PROD030,2025-04-16,Damaged Item,117.77
RET000604,ORD005811,PROD085,2024-09-12,Customer Changed Mind,102.52
RET000605,ORD005848,PROD087,2024-05-18,Customer Changed Mind,16.46
RET000606,ORD005849,PROD034,2024-10-22,Customer Changed Mind,88.62
RET000607,ORD005867,PROD081,2024-09-17,Damaged Item,73.08
RET000608,ORD005877,PROD093,2025-02-26,Late Delivery,59.64
RET000609,ORD005887,PROD056,2025-11-05,Damaged Item,128.89
RET000610,ORD005904,PROD027,2025-03-30,Quality Issue,10.71
RET000611,ORD005923,PROD032,2024-06-22,Quality Issue,98.43
RET000612,ORD005925,PROD057,2025-04-29,Damaged Item,82.51
RET000613,ORD005927,PROD096,2024-07-14,Late Delivery,146.42
RET000614,ORD005930,PROD070,2025-04-25,Customer Changed Mind,110.22
RET000615,ORD005934,PROD016,2025-09-06,Quality Issue,96.35
RET000616,ORD005936,PROD089,2026-01-03,Quality Issue,32.38
RET000617,ORD005938,PROD053,2025-01-16,Quality Issue,43.4
RET000618,ORD005939,PROD078,2025-06-02,Wrong Item,41.54
RET000619,ORD005955,PROD047,2024-06-17,Customer Changed Mind,98.87
RET000620,ORD005986,PROD055,2024-04-01,Customer Changed Mind,97.89
RET000621,ORD006019,PROD006,2024-07-09,Late Delivery,39.38
RET000622,ORD006057,PROD007,2025-08-18,Damaged Item,127.8
RET000623,ORD006062,PROD087,2024-03-27,Quality Issue,36.99
RET000624,ORD006065,PROD042,2025-09-21,Customer Changed Mind,38.89
RET000625,ORD006081,PROD004,2024-10-21,Quality Issue,128.22
RET000626,ORD006084,PROD089,2024-05-08,Damaged Item,50.79
RET000627,ORD006087,PROD029,2024-12-17,Customer Changed Mind,134.0
RET000628,ORD006090,PROD036,2024-08-01,Customer Changed Mind,134.27
RET000629,ORD006092,PROD064,2024-12-31,Customer Changed Mind,119.09
RET000630,ORD006093,PROD070,2024-12-18,Customer Changed Mind,35.13
RET000631,ORD006102,PROD084,2025-06-14,Customer Changed Mind,21.71
RET000632,ORD006104,PROD066,2024-10-26,Customer Changed Mind,144.33
RET000633,ORD006137,PROD017,2025-04-08,Customer Changed Mind,48.77
RET000634,ORD006148,PROD028,2025-09-05,Damaged Item,89.36
RET000635,ORD006179,PROD064,2024-11-04,Wrong Item,51.66
RET000636,ORD006181,PROD084,2025-01-08,Quality Issue,89.05
RET000637,ORD006187,PROD084,2024-04-04,Customer Changed Mind,42.93
RET000638,ORD006215,PROD076,2025-12-09,Wrong Item,137.65
RET000639,ORD006226,PROD008,2025-02-16,Wrong Item,146.7
RET000640,ORD006246,PROD036,2024-12-26,Customer Changed Mind,71.88
RET000641,ORD006269,PROD035,2025-04-25,Quality Issue,87.24
RET000642,ORD006277,PROD069,2025-07-16,Late Delivery,17.09
RET000643,ORD006278,PROD087,2025-08-27,Wrong Item,62.32
RET000644,ORD006297,PROD088,2024-04-26,Late Delivery,37.99
RET000645,ORD006301,PROD035,2024-09-07,Quality Issue,44.46
RET000646,ORD006302,PROD090,2024-11-04,Wrong Item,31.99
RET000647,ORD006327,PROD047,2025-08-15,Quality Issue,62.99
RET000648,ORD006335,PROD020,2024-10-20,Wrong Item,108.27
RET000649,ORD006345,PROD008,2025-10-02,Customer Changed Mind,78.41
RET000650,ORD006368,PROD013,2024-08-21,Damaged Item,76.17
RET000651,ORD006370,PROD085,2025-03-19,Wrong Item,99.04
RET000652,ORD006378,PROD072,2024-06-08,Wrong Item,42.32
RET000653,ORD006379,PROD029,2025-08-20,Damaged Item,16.93
RET000654,ORD006396,PROD042,2025-08-16,Quality Issue,115.1
RET000655,ORD006405,PROD086,2024-03-14,Wrong Item,69.71
RET000656,ORD006409,PROD039,2025-03-08,Customer Changed Mind,99.15
RET000657,ORD006416,PROD092,2025-06-12,Late Delivery,148.83
RET000658,ORD006426,PROD031,2024-03-10,Wrong Item,132.07
RET000659,ORD006431,PROD005,2025-01-21,Customer Changed Mind,71.16
RET000660,ORD006460,PROD018,2025-01-02,Wrong Item,99.4
RET000661,ORD006470,PROD094,2024-05-27,Customer Changed Mind,40.5
RET000662,ORD006478,PROD071,2025-08-16,Wrong Item,105.03
RET000663,ORD006487,PROD089,2025-03-26,Damaged Item,75.59
RET000664,ORD006488,PROD077,2025-03-02,Customer Changed Mind,15.56
RET000665,ORD006492,PROD046,2024-11-17,Damaged Item,129.92
RET000666,ORD006504,PROD051,2024-02-25,Damaged Item,24.03
RET000667,ORD006561,PROD033,2025-06-01,Damaged Item,63.84
RET000668,ORD006572,PROD069,2025-12-20,Late Delivery,85.68
RET000669,ORD006573,PROD054,2024-08-26,Customer Changed Mind,143.2
RET000670,ORD006592,PROD061,2025-07-03,Wrong Item,102.45
RET000671,ORD006594,PROD063,2024-11-20,Wrong Item,93.58
RET000672,ORD006603,PROD002,2025-09-11,Damaged Item,39.33
RET000673,ORD006604,PROD013,2025-06-26,Customer Changed Mind,14.56
RET000674,ORD006623,PROD076,2025-02-06,Customer Changed Mind,83.1
RET000675,ORD006633,PROD077,2025-06-10,Damaged Item,30.93
RET000676,ORD006637,PROD068,2024-02-14,Damaged Item,119.02
RET000677,ORD006670,PROD089,2024-01-27,Quality Issue,94.27
RET000678,ORD006696,PROD046,2025-10-28,Late Delivery,75.28
RET000679,ORD006713,PROD074,2025-06-15,Wrong Item,143.72
RET000680,ORD006720,PROD046,2025-01-16,Wrong Item,143.17
RET000681,ORD006724,PROD048,2025-06-01,Damaged Item,45.91
RET000682,ORD006737,PROD037,2024-07-25,Customer Changed Mind,123.02
RET000683,ORD006741,PROD044,2025-01-06,Wrong Item,72.73
RET000684,ORD006751,PROD088,2024-03-01,Customer Changed Mind,103.42
RET000685,ORD006756,PROD023,2025-01-30,Customer Changed Mind,138.34
RET000686,ORD006771,PROD031,2025-04-02,Customer Changed Mind,100.09
RET000687,ORD006791,PROD048,2025-11-05,Quality Issue,68.63
RET000688,ORD006792,PROD001,2025-08-15,Customer Changed Mind,34.22
RET000689,ORD006797,PROD033,2024-08-03,Late Delivery,127.56
RET000690,ORD006805,PROD091,2024-07-22,Damaged Item,141.96
RET000691,ORD006806,PROD091,2025-03-16,Wrong Item,132.69
RET000692,ORD006807,PROD076,2025-06-07,Customer Changed Mind,59.14
RET000693,ORD006809,PROD065,2024-02-28,Customer Changed Mind,99.32
RET000694,ORD006834,PROD047,2024-07-16,Wrong Item,53.75
RET000695,ORD006845,PROD051,2024-07-19,Quality Issue,102.61
RET000696,ORD006853,PROD028,2025-12-28,Damaged Item,144.32
RET000697,ORD006857,PROD100,2024-09-17,Quality Issue,66.4
RET000698,ORD006862,PROD033,2025-09-20,Late Delivery,139.12
RET000699,ORD006876,PROD045,2025-07-10,Customer Changed Mind,67.38
RET000700,ORD006880,PROD077,2025-11-14,Quality Issue,145.65
RET000701,ORD006912,PROD008,2025-10-31,Damaged Item,125.13
RET000702,ORD006926,PROD039,2024-03-15,Customer Changed Mind,79.32
RET000703,ORD006956,PROD086,2025-10-08,Quality Issue,38.22
RET000704,ORD006959,PROD083,2025-08-24,Damaged Item,106.01
RET000705,ORD006963,PROD075,2025-03-01,Damaged Item,141.26
RET000706,ORD006990,PROD060,2024-06-12,Late Delivery,84.26
RET000707,ORD006996,PROD083,2024-07-27,Wrong Item,120.9
RET000708,ORD006997,PROD071,2024-07-05,Damaged Item,11.76
RET000709,ORD007011,PROD022,2024-10-23,Quality Issue,25.64
RET000710,ORD007015,PROD046,2025-11-19,Wrong Item,62.54
RET000711,ORD007024,PROD068,2025-04-06,Damaged Item,98.71
RET000712,ORD007028,PROD028,2024-09-16,Damaged Item,86.85
RET000713,ORD007034,PROD071,2025-03-23,Quality Issue,79.67
RET000714,ORD007036,PROD010,2024-06-25,Damaged Item,106.92
RET000715,ORD007037,PROD006,2024-04-24,Damaged Item,63.79
RET000716,ORD007055,PROD010,2025-05-09,Quality Issue,12.91
RET000717,ORD007064,PROD045,2025-10-14,Wrong Item,22.14
RET000718,ORD007074,PROD088,2025-01-05,Late Delivery,122.11
RET000719,ORD007075,PROD041,2024-08-23,Customer Changed Mind,141.91
RET000720,ORD007076,PROD098,2024-02-24,Quality Issue,84.55
RET000721,ORD007078,PROD069,2025-06-19,Damaged Item,24.49
RET000722,ORD007084,PROD003,2024-10-28,Customer Changed Mind,28.91
RET000723,ORD007108,PROD034,2024-03-28,Quality Issue,102.32
RET000724,ORD007109,PROD082,2025-09-11,Wrong Item,40.91
RET000725,ORD007112,PROD010,2024-05-23,Damaged Item,61.34
RET000726,ORD007128,PROD075,2025-06-18,Quality Issue,113.48
RET000727,ORD007140,PROD046,2025-01-16,Late Delivery,98.6
RET000728,ORD007145,PROD051,2024-05-24,Damaged Item,25.23
RET000729,ORD007148,PROD059,2024-10-11,Late Delivery,125.43
RET000730,ORD007149,PROD055,2025-12-25,Damaged Item,42.94
RET000731,ORD007150,PROD054,2024-10-25,Quality Issue,106.13
RET000732,ORD007170,PROD075,2025-03-16,Wrong Item,100.21
RET000733,ORD007176,PROD046,2024-05-13,Wrong Item,129.56
RET000734,ORD007181,PROD095,2024-10-17,Wrong Item,142.42
RET000735,ORD007201,PROD053,2024-09-24,Quality Issue,30.95
RET000736,ORD007207,PROD085,2025-02-12,Damaged Item,63.47
RET000737,ORD007212,PROD097,2025-10-03,Quality Issue,117.15
RET000738,ORD007221,PROD026,2025-10-21,Quality Issue,19.66
RET000739,ORD007224,PROD093,2024-09-05,Damaged Item,48.45
RET000740,ORD007239,PROD076,2024-11-10,Late Delivery,22.28
RET000741,ORD007255,PROD034,2024-10-15,Quality Issue,127.76
RET000742,ORD007260,PROD057,2024-11-18,Damaged Item,90.98
RET000743,ORD007263,PROD051,2024-09-19,Damaged Item,99.23
RET000744,ORD007266,PROD063,2024-07-26,Customer Changed Mind,116.35
RET000745,ORD007267,PROD069,2025-08-27,Wrong Item,58.43
RET000746,ORD007281,PROD090,2025-01-27,Damaged Item,134.49
RET000747,ORD007286,PROD012,2025-05-03,Quality Issue,43.24
RET000748,ORD007288,PROD092,2024-08-12,Customer Changed Mind,102.52
RET000749,ORD007303,PROD094,2024-10-28,Quality Issue,42.03
RET000750,ORD007316,PROD018,2025-05-09,Wrong Item,139.62
RET000751,ORD007317,PROD012,2024-11-13,Damaged Item,54.96
RET000752,ORD007328,PROD009,2024-03-06,Damaged Item,15.9
RET000753,ORD007338,PROD095,2024-07-21,Customer Changed Mind,17.13
RET000754,ORD007339,PROD023,2025-12-03,Quality Issue,83.15
RET000755,ORD007345,PROD098,2024-06-17,Late Delivery,35.91
RET000756,ORD007355,PROD060,2025-11-27,Wrong Item,89.03
RET000757,ORD007360,PROD066,2024-12-01,Damaged Item,115.12
RET000758,ORD007361,PROD073,2025-06-09,Damaged Item,64.82
RET000759,ORD007381,PROD085,2024-08-30,Customer Changed Mind,13.22
RET000760,ORD007393,PROD022,2025-09-24,Quality Issue,50.42
RET000761,ORD007394,PROD060,2025-12-17,Damaged Item,64.1
RET000762,ORD007413,PROD047,2025-08-21,Damaged Item,63.05
RET000763,ORD007417,PROD055,2025-08-11,Customer Changed Mind,145.46
RET000764,ORD007419,PROD085,2024-09-09,Quality Issue,42.38
RET000765,ORD007423,PROD040,2024-07-11,Customer Changed Mind,11.32
RET000766,ORD007426,PROD015,2025-09-27,Customer Changed Mind,119.58
RET000767,ORD007443,PROD013,2024-07-19,Damaged Item,64.7
RET000768,ORD007453,PROD033,2025-06-06,Damaged Item,49.84
RET000769,ORD007464,PROD004,2024-02-19,Customer Changed Mind,120.53
RET000770,ORD007468,PROD073,2024-12-30,Late Delivery,123.86
RET000771,ORD007471,PROD070,2025-11-08,Late Delivery,120.78
RET000772,ORD007472,PROD016,2025-11-12,Quality Issue,62.41
RET000773,ORD007482,PROD094,2024-11-30,Quality Issue,101.37
RET000774,ORD007484,PROD072,2025-06-28,Late Delivery,142.34
RET000775,ORD007492,PROD041,2025-07-26,Quality Issue,56.13
RET000776,ORD007497,PROD053,2024-03-03,Quality Issue,97.27
RET000777,ORD007498,PROD015,2024-10-08,Wrong Item,120.4
RET000778,ORD007520,PROD044,2024-09-02,Quality Issue,84.79
RET000779,ORD007541,PROD036,2024-11-02,Damaged Item,51.91
RET000780,ORD007551,PROD081,2024-12-07,Customer Changed Mind,127.27
RET000781,ORD007553,PROD030,2024-01-22,Customer Changed Mind,130.19
RET000782,ORD007572,PROD042,2025-11-20,Customer Changed Mind,90.51
RET000783,ORD007594,PROD054,2024-11-14,Wrong Item,57.68
RET000784,ORD007615,PROD018,2024-09-30,Quality Issue,147.26
RET000785,ORD007633,PROD097,2025-10-21,Customer Changed Mind,116.69
RET000786,ORD007637,PROD031,2025-10-19,Wrong Item,84.03
RET000787,ORD007664,PROD001,2024-06-05,Wrong Item,91.99
RET000788,ORD007691,PROD036,2025-11-24,Damaged Item,46.72
RET000789,ORD007707,PROD042,2025-08-12,Late Delivery,121.92
RET000790,ORD007724,PROD055,2025-09-07,Late Delivery,115.12
RET000791,ORD007728,PROD075,2025-10-19,Damaged Item,66.7
RET000792,ORD007740,PROD100,2024-01-29,Quality Issue,20.46
RET000793,ORD007749,PROD026,2024-06-20,Quality Issue,67.41
RET000794,ORD007771,PROD058,2025-04-10,Customer Changed Mind,121.27
RET000795,ORD007775,PROD097,2025-06-23,Damaged Item,120.98
RET000796,ORD007778,PROD035,2025-11-16,Wrong Item,56.35
RET000797,ORD007783,PROD057,2024-07-21,Wrong Item,143.26
RET000798,ORD007805,PROD081,2024-07-18,Damaged Item,78.89
RET000799,ORD007806,PROD045,2025-12-21,Damaged Item,76.3
RET000800,ORD007812,PROD036,2025-06-07,Damaged Item,75.23
RET000801,ORD007843,PROD038,2025-02-05,Customer Changed Mind,35.08
RET000802,ORD007856,PROD044,2024-09-29,Quality Issue,13.21
RET000803,ORD007863,PROD018,2025-12-16,Late Delivery,61.59
RET000804,ORD007882,PROD037,2025-06-08,Damaged Item,122.82
