inventory_id,date_key,product_id,warehouse_id,opening_stock,closing_stock,reorder_point,stockout_flag
INV0006249,20240407,PROD070,WH005,995,531,351,False
INV0006250,20240407,PROD061,WH005,671,490,349,False
INV0006251,20240407,PROD065,WH006,1143,823,377,False
INV0006252,20240407,PROD067,WH006,592,205,299,True
INV0006253,20240407,PROD050,WH006,214,188,333,True
INV0006254,20240407,PROD048,WH006,1195,750,294,False
INV0006255,20240407,PROD044,WH006,786,650,129,False
INV0006256,20240407,PROD051,WH006,388,0,373,True
INV0006257,20240407,PROD094,WH006,998,981,164,False
INV0006258,20240407,PROD057,WH006,820,779,282,False
INV0006259,20240407,PROD011,WH006,886,526,340,False
INV0006260,20240407,PROD058,WH006,193,0,391,True
INV0006261,20240407,PROD026,WH007,748,268,180,False
INV0006262,20240407,PROD091,WH007,663,208,370,True
INV0006263,20240407,PROD040,WH007,905,717,277,False
INV0006264,20240407,PROD087,WH007,1183,690,276,False
INV0006265,20240407,PROD032,WH007,503,353,352,False
INV0006266,20240407,PROD010,WH007,829,485,317,False
INV0006267,20240407,PROD023,WH007,1056,646,150,False
INV0006268,20240407,PROD021,WH007,332,27,141,True
INV0006269,20240407,PROD007,WH007,447,84,170,True
INV0006270,20240407,PROD006,WH007,1292,849,229,False
INV0006271,20240407,PROD062,WH008,577,437,149,False
INV0006272,20240407,PROD027,WH008,238,34,301,True
INV0006273,20240407,PROD075,WH008,1371,1334,339,False
INV0006274,20240407,PROD032,WH008,596,232,120,False
INV0006275,20240407,PROD091,WH008,292,0,392,True
INV0006276,20240407,PROD097,WH008,1300,802,285,False
INV0006277,20240407,PROD093,WH008,227,0,229,True
INV0006278,20240407,PROD065,WH008,708,602,267,False
INV0006279,20240407,PROD096,WH008,569,540,119,False
INV0006280,20240407,PROD084,WH008,416,171,263,True
INV0006281,20240407,PROD009,WH009,1476,1305,361,False
INV0006282,20240407,PROD044,WH009,1255,887,217,False
INV0006283,20240407,PROD005,WH009,839,614,162,False
INV0006284,20240407,PROD097,WH009,198,0,391,True
INV0006285,20240407,PROD051,WH009,992,666,383,False
INV0006286,20240407,PROD063,WH009,421,0,191,True
INV0006287,20240407,PROD092,WH009,1469,1158,323,False
INV0006288,20240407,PROD055,WH009,695,365,223,False
INV0006289,20240407,PROD060,WH009,1494,1405,348,False
INV0006290,20240407,PROD070,WH009,512,120,110,False
INV0006291,20240407,PROD098,WH010,606,493,139,False
INV0006292,20240407,PROD045,WH010,730,577,263,False
INV0006293,20240407,PROD058,WH010,261,0,136,True
INV0006294,20240407,PROD012,WH010,512,384,340,False
INV0006295,20240407,PROD068,WH010,244,0,118,True
INV0006296,20240407,PROD038,WH010,1176,1000,314,False
INV0006297,20240407,PROD034,WH010,226,193,227,True
INV0006298,20240407,PROD005,WH010,1415,1124,209,False
INV0006299,20240407,PROD077,WH010,255,0,235,True
INV0006300,20240407,PROD097,WH010,458,30,396,True
INV0006301,20250818,PROD023,WH001,372,215,348,True
INV0006302,20250818,PROD052,WH001,1459,1245,279,False
INV0006303,20250818,PROD048,WH001,648,574,118,False
INV0006304,20250818,PROD050,WH001,187,0,311,True
INV0006305,20250818,PROD036,WH001,612,349,383,True
INV0006306,20250818,PROD037,WH001,1136,1019,175,False
INV0006307,20250818,PROD027,WH001,69,0,119,True
INV0006308,20250818,PROD006,WH001,545,68,228,True
INV0006309,20250818,PROD057,WH001,704,259,194,False
INV0006310,20250818,PROD094,WH001,1420,1066,366,False
INV0006311,20250818,PROD021,WH002,402,166,337,True
INV0006312,20250818,PROD049,WH002,1328,942,222,False
INV0006313,20250818,PROD077,WH002,731,457,153,False
INV0006314,20250818,PROD092,WH002,1170,1061,242,False
INV0006315,20250818,PROD029,WH002,424,291,115,False
INV0006316,20250818,PROD094,WH002,712,379,203,False
INV0006317,20250818,PROD003,WH002,724,390,251,False
INV0006318,20250818,PROD059,WH002,1093,607,381,False
INV0006319,20250818,PROD084,WH002,1397,1057,299,False
INV0006320,20250818,PROD074,WH002,1229,1121,207,False
INV0006321,20250818,PROD034,WH003,524,55,374,True
INV0006322,20250818,PROD052,WH003,1429,1398,203,False
INV0006323,20250818,PROD005,WH003,1091,662,396,False
INV0006324,20250818,PROD048,WH003,741,647,398,False
INV0006325,20250818,PROD022,WH003,148,57,261,True
INV0006326,20250818,PROD015,WH003,50,0,157,True
INV0006327,20250818,PROD007,WH003,813,662,184,False
INV0006328,20250818,PROD018,WH003,1010,984,149,False
INV0006329,20250818,PROD014,WH003,211,25,349,True
INV0006330,20250818,PROD059,WH003,1087,841,204,False
INV0006331,20250818,PROD089,WH004,1494,1031,393,False
INV0006332,20250818,PROD066,WH004,1335,945,183,False
INV0006333,20250818,PROD039,WH004,473,329,364,True
INV0006334,20250818,PROD060,WH004,585,575,213,False
INV0006335,20250818,PROD079,WH004,1490,1212,271,False
INV0006336,20250818,PROD007,WH004,354,244,298,True
INV0006337,20250818,PROD098,WH004,1479,985,295,False
INV0006338,20250818,PROD005,WH004,209,0,310,True
INV0006339,20250818,PROD085,WH004,482,291,229,False
INV0006340,20250818,PROD071,WH004,63,0,142,True
INV0006341,20250818,PROD079,WH005,1148,1010,183,False
INV0006342,20250818,PROD100,WH005,176,0,249,True
INV0006343,20250818,PROD084,WH005,347,0,130,True
INV0006344,20250818,PROD088,WH005,1091,1037,227,False
INV0006345,20250818,PROD067,WH005,270,0,347,True
INV0006346,20250818,PROD064,WH005,598,429,293,False
INV0006347,20250818,PROD053,WH005,1042,737,334,False
INV0006348,20250818,PROD057,WH005,303,0,154,True
INV0006349,20250818,PROD031,WH005,1047,688,347,False
INV0006350,20250818,PROD097,WH005,316,0,298,True
INV0006351,20250818,PROD078,WH006,147,0,325,True
INV0006352,20250818,PROD089,WH006,949,570,217,False
INV0006353,20250818,PROD065,WH006,61,0,358,True
INV0006354,20250818,PROD099,WH006,964,703,232,False
INV0006355,20250818,PROD016,WH006,1469,1150,284,False
INV0006356,20250818,PROD061,WH006,528,118,231,True
INV0006357,20250818,PROD100,WH006,555,354,357,True
INV0006358,20250818,PROD062,WH006,408,3,133,True
INV0006359,20250818,PROD083,WH006,305,0,293,True
INV0006360,20250818,PROD070,WH006,396,62,191,True
INV0006361,20250818,PROD093,WH007,918,654,262,False
INV0006362,20250818,PROD013,WH007,1450,1088,164,False
INV0006363,20250818,PROD038,WH007,555,119,257,True
INV0006364,20250818,PROD077,WH007,400,321,350,True
INV0006365,20250818,PROD049,WH007,736,450,371,False
INV0006366,20250818,PROD055,WH007,757,269,390,True
INV0006367,20250818,PROD014,WH007,776,403,223,False
INV0006368,20250818,PROD054,WH007,1434,1122,342,False
INV0006369,20250818,PROD075,WH007,1303,1194,214,False
INV0006370,20250818,PROD053,WH007,1363,1035,176,False
INV0006371,20250818,PROD015,WH008,1189,1040,175,False
INV0006372,20250818,PROD070,WH008,313,0,204,True
INV0006373,20250818,PROD061,WH008,345,222,128,False
INV0006374,20250818,PROD046,WH008,863,404,189,False
INV0006375,20250818,PROD078,WH008,104,0,352,True
INV0006376,20250818,PROD086,WH008,523,408,200,False
INV0006377,20250818,PROD096,WH008,1491,1238,340,False
INV0006378,20250818,PROD039,WH008,1458,1348,139,False
INV0006379,20250818,PROD075,WH008,1383,987,118,False
INV0006380,20250818,PROD038,WH008,1152,874,395,False
INV0006381,20250818,PROD027,WH009,457,388,158,False
INV0006382,20250818,PROD048,WH009,1152,709,129,False
INV0006383,20250818,PROD086,WH009,950,646,330,False
INV0006384,20250818,PROD084,WH009,1458,1444,192,False
INV0006385,20250818,PROD028,WH009,1299,1270,205,False
INV0006386,20250818,PROD100,WH009,387,173,116,False
INV0006387,20250818,PROD032,WH009,1184,937,206,False
INV0006388,20250818,PROD083,WH009,332,128,241,True
INV0006389,20250818,PROD087,WH009,1034,912,301,False
INV0006390,20250818,PROD009,WH009,1273,1237,302,False
INV0006391,20250818,PROD025,WH010,781,741,330,False
INV0006392,20250818,PROD053,WH010,1101,1003,317,False
INV0006393,20250818,PROD095,WH010,869,506,269,False
INV0006394,20250818,PROD029,WH010,1185,984,366,False
INV0006395,20250818,PROD065,WH010,153,0,104,True
INV0006396,20250818,PROD013,WH010,1217,938,368,False
INV0006397,20250818,PROD082,WH010,557,118,142,True
INV0006398,20250818,PROD003,WH010,120,0,233,True
INV0006399,20250818,PROD066,WH010,321,203,270,True
INV0006400,20250818,PROD063,WH010,401,368,115,False
INV0006401,20250820,PROD037,WH001,291,0,374,True
INV0006402,20250820,PROD087,WH001,519,56,263,True
INV0006403,20250820,PROD031,WH001,178,0,382,True
INV0006404,20250820,PROD035,WH001,264,238,155,False
INV0006405,20250820,PROD080,WH001,241,0,399,True
INV0006406,20250820,PROD081,WH001,438,210,343,True
INV0006407,20250820,PROD082,WH001,395,142,176,True
INV0006408,20250820,PROD077,WH001,275,102,102,False
INV0006409,20250820,PROD066,WH001,542,299,323,True
INV0006410,20250820,PROD084,WH001,806,311,233,False
INV0006411,20250820,PROD093,WH002,1261,782,268,False
INV0006412,20250820,PROD044,WH002,388,316,382,True
INV0006413,20250820,PROD070,WH002,51,0,321,True
INV0006414,20250820,PROD011,WH002,1449,1345,119,False
INV0006415,20250820,PROD047,WH002,110,0,153,True
INV0006416,20250820,PROD085,WH002,530,144,260,True
INV0006417,20250820,PROD018,WH002,640,386,214,False
INV0006418,20250820,PROD010,WH002,522,292,162,False
INV0006419,20250820,PROD063,WH002,766,321,218,False
INV0006420,20250820,PROD051,WH002,94,37,392,True
INV0006421,20250820,PROD003,WH003,1497,1383,158,False
INV0006422,20250820,PROD086,WH003,1169,882,209,False
INV0006423,20250820,PROD001,WH003,973,678,204,False
INV0006424,20250820,PROD083,WH003,1442,1390,330,False
INV0006425,20250820,PROD073,WH003,647,632,222,False
INV0006426,20250820,PROD081,WH003,1095,933,304,False
INV0006427,20250820,PROD024,WH003,73,54,210,True
INV0006428,20250820,PROD052,WH003,524,61,345,True
INV0006429,20250820,PROD072,WH003,228,0,244,True
INV0006430,20250820,PROD029,WH003,192,66,320,True
INV0006431,20250820,PROD007,WH004,174,49,135,True
INV0006432,20250820,PROD098,WH004,716,500,393,False
INV0006433,20250820,PROD041,WH004,563,155,244,True
INV0006434,20250820,PROD049,WH004,342,286,102,False
INV0006435,20250820,PROD036,WH004,163,122,310,True
INV0006436,20250820,PROD008,WH004,628,461,373,False
INV0006437,20250820,PROD017,WH004,877,493,319,False
INV0006438,20250820,PROD091,WH004,354,245,167,False
INV0006439,20250820,PROD032,WH004,794,672,183,False
INV0006440,20250820,PROD076,WH004,1144,772,333,False
INV0006441,20250820,PROD089,WH005,404,133,281,True
INV0006442,20250820,PROD023,WH005,1324,1120,134,False
INV0006443,20250820,PROD067,WH005,994,636,214,False
INV0006444,20250820,PROD080,WH005,1497,1432,295,False
INV0006445,20250820,PROD009,WH005,160,0,218,True
INV0006446,20250820,PROD098,WH005,889,658,170,False
INV0006447,20250820,PROD075,WH005,934,656,211,False
INV0006448,20250820,PROD016,WH005,1379,1169,139,False
INV0006449,20250820,PROD033,WH005,1367,1020,337,False
INV0006450,20250820,PROD077,WH005,1211,1057,242,False
INV0006451,20250820,PROD091,WH006,1025,692,157,False
INV0006452,20250820,PROD052,WH006,1054,576,270,False
INV0006453,20250820,PROD058,WH006,459,199,293,True
INV0006454,20250820,PROD054,WH006,1127,750,187,False
INV0006455,20250820,PROD081,WH006,1134,787,211,False
INV0006456,20250820,PROD033,WH006,515,305,227,False
INV0006457,20250820,PROD063,WH006,511,355,176,False
INV0006458,20250820,PROD050,WH006,1190,738,179,False
INV0006459,20250820,PROD043,WH006,1430,1100,190,False
INV0006460,20250820,PROD031,WH006,754,662,192,False
INV0006461,20250820,PROD069,WH007,830,738,334,False
INV0006462,20250820,PROD029,WH007,134,102,125,True
INV0006463,20250820,PROD010,WH007,270,148,107,False
INV0006464,20250820,PROD021,WH007,1184,958,117,False
INV0006465,20250820,PROD017,WH007,949,779,166,False
INV0006466,20250820,PROD098,WH007,110,49,273,True
INV0006467,20250820,PROD047,WH007,1482,1260,109,False
INV0006468,20250820,PROD093,WH007,859,360,109,False
INV0006469,20250820,PROD034,WH007,411,103,234,True
INV0006470,20250820,PROD066,WH007,1020,667,183,False
INV0006471,20250820,PROD033,WH008,1214,1179,347,False
INV0006472,20250820,PROD088,WH008,256,17,241,True
INV0006473,20250820,PROD082,WH008,1357,1011,258,False
INV0006474,20250820,PROD051,WH008,525,136,274,True
INV0006475,20250820,PROD081,WH008,717,406,179,False
INV0006476,20250820,PROD077,WH008,1003,718,126,False
INV0006477,20250820,PROD047,WH008,797,772,374,False
INV0006478,20250820,PROD098,WH008,128,0,296,True
INV0006479,20250820,PROD022,WH008,1350,1088,177,False
INV0006480,20250820,PROD095,WH008,1147,876,293,False
INV0006481,20250820,PROD025,WH009,113,0,386,True
INV0006482,20250820,PROD010,WH009,1023,1011,219,False
INV0006483,20250820,PROD031,WH009,311,0,273,True
INV0006484,20250820,PROD054,WH009,627,292,285,False
INV0006485,20250820,PROD092,WH009,1266,976,389,False
INV0006486,20250820,PROD091,WH009,140,0,136,True
INV0006487,20250820,PROD024,WH009,1036,739,317,False
INV0006488,20250820,PROD095,WH009,110,51,304,True
INV0006489,20250820,PROD096,WH009,1451,1201,155,False
INV0006490,20250820,PROD085,WH009,726,340,158,False
INV0006491,20250820,PROD087,WH010,1014,851,213,False
INV0006492,20250820,PROD067,WH010,456,0,319,True
INV0006493,20250820,PROD096,WH010,94,0,116,True
INV0006494,20250820,PROD013,WH010,930,690,216,False
INV0006495,20250820,PROD037,WH010,1100,800,368,False
INV0006496,20250820,PROD082,WH010,1171,710,207,False
INV0006497,20250820,PROD086,WH010,1019,841,237,False
INV0006498,20250820,PROD084,WH010,690,415,296,False
INV0006499,20250820,PROD010,WH010,985,617,262,False
INV0006500,20250820,PROD046,WH010,603,328,386,True
INV0006501,20250620,PROD074,WH001,58,0,245,True
INV0006502,20250620,PROD083,WH001,683,312,355,True
INV0006503,20250620,PROD031,WH001,989,920,257,False
INV0006504,20250620,PROD009,WH001,463,286,323,True
INV0006505,20250620,PROD052,WH001,594,205,167,False
INV0006506,20250620,PROD027,WH001,1414,1061,268,False
INV0006507,20250620,PROD072,WH001,977,775,191,False
INV0006508,20250620,PROD082,WH001,1204,1155,341,False
INV0006509,20250620,PROD003,WH001,696,487,185,False
INV0006510,20250620,PROD079,WH001,270,0,271,True
INV0006511,20250620,PROD067,WH002,1065,591,221,False
INV0006512,20250620,PROD080,WH002,392,251,125,False
INV0006513,20250620,PROD079,WH002,1123,946,177,False
INV0006514,20250620,PROD009,WH002,1444,1030,185,False
INV0006515,20250620,PROD062,WH002,131,0,190,True
INV0006516,20250620,PROD053,WH002,1426,1257,198,False
INV0006517,20250620,PROD010,WH002,421,0,275,True
INV0006518,20250620,PROD013,WH002,659,208,361,True
INV0006519,20250620,PROD042,WH002,413,0,287,True
INV0006520,20250620,PROD055,WH002,1185,1054,232,False
INV0006521,20250620,PROD023,WH003,773,746,325,False
INV0006522,20250620,PROD045,WH003,1100,757,298,False
INV0006523,20250620,PROD065,WH003,290,0,149,True
INV0006524,20250620,PROD026,WH003,1418,927,394,False
INV0006525,20250620,PROD007,WH003,538,275,383,True
INV0006526,20250620,PROD085,WH003,1105,1002,303,False
INV0006527,20250620,PROD052,WH003,589,450,135,False
INV0006528,20250620,PROD078,WH003,891,677,171,False
INV0006529,20250620,PROD073,WH003,677,475,118,False
INV0006530,20250620,PROD056,WH003,161,0,324,True
INV0006531,20250620,PROD025,WH004,1309,856,269,False
INV0006532,20250620,PROD028,WH004,522,67,267,True
INV0006533,20250620,PROD089,WH004,732,386,164,False
INV0006534,20250620,PROD046,WH004,74,0,165,True
INV0006535,20250620,PROD003,WH004,1418,1201,273,False
INV0006536,20250620,PROD099,WH004,1033,941,348,False
INV0006537,20250620,PROD039,WH004,1457,1027,393,False
INV0006538,20250620,PROD073,WH004,485,308,133,False
INV0006539,20250620,PROD010,WH004,218,0,321,True
INV0006540,20250620,PROD043,WH004,1455,1313,254,False
INV0006541,20250620,PROD033,WH005,91,0,197,True
INV0006542,20250620,PROD051,WH005,450,0,218,True
INV0006543,20250620,PROD081,WH005,1230,973,240,False
INV0006544,20250620,PROD098,WH005,468,421,189,False
INV0006545,20250620,PROD029,WH005,262,0,108,True
INV0006546,20250620,PROD056,WH005,289,14,225,True
INV0006547,20250620,PROD013,WH005,203,98,305,True
INV0006548,20250620,PROD068,WH005,363,76,141,True
INV0006549,20250620,PROD087,WH005,1244,1010,353,False
INV0006550,20250620,PROD080,WH005,770,471,108,False
INV0006551,20250620,PROD003,WH006,1465,1226,223,False
INV0006552,20250620,PROD019,WH006,921,507,370,False
INV0006553,20250620,PROD042,WH006,857,591,377,False
INV0006554,20250620,PROD099,WH006,705,345,185,False
INV0006555,20250620,PROD070,WH006,997,519,193,False
INV0006556,20250620,PROD024,WH006,733,544,177,False
INV0006557,20250620,PROD063,WH006,1072,730,217,False
INV0006558,20250620,PROD021,WH006,1081,988,391,False
INV0006559,20250620,PROD091,WH006,397,0,371,True
INV0006560,20250620,PROD088,WH006,70,0,254,True
INV0006561,20250620,PROD010,WH007,1353,1316,196,False
INV0006562,20250620,PROD094,WH007,994,709,220,False
INV0006563,20250620,PROD022,WH007,666,352,379,True
INV0006564,20250620,PROD071,WH007,1450,1114,164,False
INV0006565,20250620,PROD054,WH007,900,720,300,False
INV0006566,20250620,PROD027,WH007,1463,1208,233,False
INV0006567,20250620,PROD024,WH007,242,0,247,True
INV0006568,20250620,PROD087,WH007,626,476,135,False
INV0006569,20250620,PROD089,WH007,110,0,167,True
INV0006570,20250620,PROD095,WH007,438,246,102,False
INV0006571,20250620,PROD075,WH008,74,0,225,True
INV0006572,20250620,PROD057,WH008,778,349,391,True
INV0006573,20250620,PROD011,WH008,996,697,218,False
INV0006574,20250620,PROD081,WH008,543,218,384,True
INV0006575,20250620,PROD071,WH008,313,228,286,True
INV0006576,20250620,PROD005,WH008,415,13,395,True
INV0006577,20250620,PROD043,WH008,577,212,314,True
INV0006578,20250620,PROD008,WH008,304,0,263,True
INV0006579,20250620,PROD039,WH008,291,0,178,True
INV0006580,20250620,PROD082,WH008,809,754,105,False
INV0006581,20250620,PROD020,WH009,127,0,258,True
INV0006582,20250620,PROD032,WH009,1061,600,177,False
INV0006583,20250620,PROD046,WH009,457,0,105,True
INV0006584,20250620,PROD071,WH009,1214,756,231,False
INV0006585,20250620,PROD093,WH009,1492,1191,147,False
INV0006586,20250620,PROD054,WH009,466,71,316,True
INV0006587,20250620,PROD045,WH009,133,0,118,True
INV0006588,20250620,PROD081,WH009,809,406,174,False
INV0006589,20250620,PROD062,WH009,436,221,265,True
INV0006590,20250620,PROD085,WH009,1423,1216,262,False
INV0006591,20250620,PROD022,WH010,441,240,328,True
INV0006592,20250620,PROD037,WH010,145,0,275,True
INV0006593,20250620,PROD088,WH010,828,356,377,True
INV0006594,20250620,PROD073,WH010,1142,767,129,False
INV0006595,20250620,PROD006,WH010,1379,1273,180,False
INV0006596,20250620,PROD083,WH010,516,279,228,False
INV0006597,20250620,PROD055,WH010,210,0,129,True
INV0006598,20250620,PROD092,WH010,225,157,232,True
INV0006599,20250620,PROD027,WH010,329,79,287,True
INV0006600,20250620,PROD054,WH010,467,399,189,False
INV0006601,20250704,PROD041,WH001,575,126,371,True
INV0006602,20250704,PROD075,WH001,999,640,203,False
INV0006603,20250704,PROD003,WH001,1130,676,127,False
INV0006604,20250704,PROD078,WH001,605,344,288,False
INV0006605,20250704,PROD025,WH001,1455,1195,106,False
INV0006606,20250704,PROD004,WH001,426,390,110,False
INV0006607,20250704,PROD091,WH001,529,243,309,True
INV0006608,20250704,PROD090,WH001,345,0,271,True
INV0006609,20250704,PROD002,WH001,948,755,224,False
INV0006610,20250704,PROD023,WH001,1343,861,246,False
INV0006611,20250704,PROD068,WH002,1282,1036,381,False
INV0006612,20250704,PROD014,WH002,525,273,345,True
INV0006613,20250704,PROD073,WH002,1090,752,182,False
INV0006614,20250704,PROD004,WH002,442,20,111,True
INV0006615,20250704,PROD051,WH002,1111,969,388,False
INV0006616,20250704,PROD018,WH002,373,37,338,True
INV0006617,20250704,PROD025,WH002,1169,942,169,False
INV0006618,20250704,PROD029,WH002,79,0,256,True
INV0006619,20250704,PROD085,WH002,612,492,367,False
INV0006620,20250704,PROD091,WH002,992,970,361,False
INV0006621,20250704,PROD069,WH003,288,26,120,True
INV0006622,20250704,PROD087,WH003,211,0,366,True
INV0006623,20250704,PROD029,WH003,1038,651,145,False
INV0006624,20250704,PROD070,WH003,737,483,283,False
INV0006625,20250704,PROD054,WH003,681,429,273,False
INV0006626,20250704,PROD077,WH003,663,467,261,False
INV0006627,20250704,PROD053,WH003,1256,905,352,False
INV0006628,20250704,PROD089,WH003,673,500,110,False
INV0006629,20250704,PROD013,WH003,1368,1252,378,False
INV0006630,20250704,PROD062,WH003,501,101,135,True
INV0006631,20250704,PROD095,WH004,688,259,393,True
INV0006632,20250704,PROD036,WH004,202,95,371,True
INV0006633,20250704,PROD079,WH004,1163,734,294,False
INV0006634,20250704,PROD040,WH004,532,487,329,False
INV0006635,20250704,PROD001,WH004,526,495,117,False
INV0006636,20250704,PROD054,WH004,622,560,256,False
INV0006637,20250704,PROD048,WH004,1498,1308,363,False
INV0006638,20250704,PROD046,WH004,1073,817,319,False
INV0006639,20250704,PROD070,WH004,973,915,336,False
INV0006640,20250704,PROD026,WH004,1025,683,193,False
INV0006641,20250704,PROD017,WH005,439,310,252,False
INV0006642,20250704,PROD035,WH005,1246,853,300,False
INV0006643,20250704,PROD061,WH005,830,706,381,False
INV0006644,20250704,PROD045,WH005,690,643,375,False
INV0006645,20250704,PROD091,WH005,684,406,296,False
INV0006646,20250704,PROD025,WH005,514,323,199,False
INV0006647,20250704,PROD079,WH005,1483,1465,359,False
INV0006648,20250704,PROD059,WH005,1234,1193,353,False
INV0006649,20250704,PROD031,WH005,599,188,380,True
INV0006650,20250704,PROD096,WH005,535,329,323,False
INV0006651,20250704,PROD070,WH006,465,231,288,True
INV0006652,20250704,PROD058,WH006,450,280,248,False
INV0006653,20250704,PROD095,WH006,1285,1234,396,False
INV0006654,20250704,PROD020,WH006,82,0,361,True
INV0006655,20250704,PROD001,WH006,1038,767,190,False
INV0006656,20250704,PROD077,WH006,826,734,125,False
INV0006657,20250704,PROD006,WH006,515,106,213,True
INV0006658,20250704,PROD025,WH006,1248,963,386,False
INV0006659,20250704,PROD062,WH006,1273,1049,319,False
INV0006660,20250704,PROD098,WH006,857,445,220,False
INV0006661,20250704,PROD035,WH007,1176,707,306,False
INV0006662,20250704,PROD008,WH007,66,0,167,True
INV0006663,20250704,PROD015,WH007,773,498,169,False
INV0006664,20250704,PROD034,WH007,461,132,293,True
INV0006665,20250704,PROD037,WH007,1338,1236,138,False
INV0006666,20250704,PROD029,WH007,147,73,227,True
INV0006667,20250704,PROD056,WH007,508,31,343,True
INV0006668,20250704,PROD020,WH007,548,206,162,False
INV0006669,20250704,PROD086,WH007,179,0,316,True
INV0006670,20250704,PROD041,WH007,1247,831,359,False
INV0006671,20250704,PROD055,WH008,986,791,290,False
INV0006672,20250704,PROD035,WH008,560,110,287,True
INV0006673,20250704,PROD013,WH008,668,421,395,False
INV0006674,20250704,PROD034,WH008,191,0,266,True
INV0006675,20250704,PROD049,WH008,1429,1301,379,False
INV0006676,20250704,PROD048,WH008,1174,790,307,False
INV0006677,20250704,PROD024,WH008,1162,671,298,False
INV0006678,20250704,PROD071,WH008,515,318,189,False
INV0006679,20250704,PROD082,WH008,660,498,152,False
INV0006680,20250704,PROD088,WH008,171,72,319,True
INV0006681,20250704,PROD052,WH009,706,402,251,False
INV0006682,20250704,PROD070,WH009,398,0,302,True
INV0006683,20250704,PROD035,WH009,1218,854,109,False
INV0006684,20250704,PROD082,WH009,806,779,260,False
INV0006685,20250704,PROD098,WH009,1489,1406,137,False
INV0006686,20250704,PROD049,WH009,1026,630,161,False
INV0006687,20250704,PROD074,WH009,662,409,170,False
INV0006688,20250704,PROD011,WH009,929,768,210,False
INV0006689,20250704,PROD026,WH009,621,283,106,False
INV0006690,20250704,PROD065,WH009,1321,973,219,False
INV0006691,20250704,PROD081,WH010,61,0,392,True
INV0006692,20250704,PROD008,WH010,983,484,374,False
INV0006693,20250704,PROD033,WH010,1224,733,273,False
INV0006694,20250704,PROD059,WH010,1383,985,229,False
INV0006695,20250704,PROD045,WH010,1095,945,112,False
INV0006696,20250704,PROD083,WH010,1049,588,183,False
INV0006697,20250704,PROD031,WH010,286,0,391,True
INV0006698,20250704,PROD067,WH010,1141,869,343,False
INV0006699,20250704,PROD035,WH010,466,0,381,True
INV0006700,20250704,PROD056,WH010,774,603,189,False
INV0006701,20240730,PROD063,WH001,952,470,370,False
INV0006702,20240730,PROD065,WH001,1312,1262,274,False
INV0006703,20240730,PROD072,WH001,156,0,327,True
INV0006704,20240730,PROD052,WH001,853,650,385,False
INV0006705,20240730,PROD089,WH001,619,486,118,False
INV0006706,20240730,PROD057,WH001,246,0,289,True
INV0006707,20240730,PROD037,WH001,633,323,249,False
INV0006708,20240730,PROD100,WH001,1295,1237,135,False
INV0006709,20240730,PROD095,WH001,179,0,130,True
INV0006710,20240730,PROD039,WH001,843,381,255,False
INV0006711,20240730,PROD093,WH002,1464,1295,366,False
INV0006712,20240730,PROD100,WH002,1484,1461,234,False
INV0006713,20240730,PROD052,WH002,587,441,186,False
INV0006714,20240730,PROD056,WH002,1198,1066,217,False
INV0006715,20240730,PROD036,WH002,1179,1016,371,False
INV0006716,20240730,PROD031,WH002,1049,577,277,False
INV0006717,20240730,PROD048,WH002,653,424,287,False
INV0006718,20240730,PROD094,WH002,90,10,229,True
INV0006719,20240730,PROD083,WH002,962,934,211,False
INV0006720,20240730,PROD081,WH002,1057,592,169,False
INV0006721,20240730,PROD097,WH003,631,389,204,False
INV0006722,20240730,PROD042,WH003,927,588,269,False
INV0006723,20240730,PROD005,WH003,1373,1105,182,False
INV0006724,20240730,PROD002,WH003,925,767,354,False
INV0006725,20240730,PROD078,WH003,573,285,256,False
INV0006726,20240730,PROD063,WH003,874,791,288,False
INV0006727,20240730,PROD084,WH003,1463,979,183,False
INV0006728,20240730,PROD095,WH003,403,86,196,True
INV0006729,20240730,PROD019,WH003,1235,827,268,False
INV0006730,20240730,PROD072,WH003,681,350,318,False
INV0006731,20240730,PROD031,WH004,363,0,165,True
INV0006732,20240730,PROD098,WH004,1460,1209,313,False
INV0006733,20240730,PROD046,WH004,327,0,340,True
INV0006734,20240730,PROD067,WH004,1193,964,164,False
INV0006735,20240730,PROD040,WH004,807,716,129,False
INV0006736,20240730,PROD053,WH004,178,0,309,True
INV0006737,20240730,PROD044,WH004,924,473,222,False
INV0006738,20240730,PROD026,WH004,793,765,171,False
INV0006739,20240730,PROD056,WH004,1422,1048,238,False
INV0006740,20240730,PROD014,WH004,471,108,110,True
INV0006741,20240730,PROD060,WH005,992,761,243,False
INV0006742,20240730,PROD025,WH005,1167,938,384,False
INV0006743,20240730,PROD030,WH005,106,0,277,True
INV0006744,20240730,PROD067,WH005,895,561,339,False
INV0006745,20240730,PROD021,WH005,311,286,109,False
INV0006746,20240730,PROD096,WH005,957,929,313,False
INV0006747,20240730,PROD017,WH005,871,733,324,False
INV0006748,20240730,PROD037,WH005,1026,841,135,False
INV0006749,20240730,PROD073,WH005,1385,1107,246,False
INV0006750,20240730,PROD085,WH005,1208,936,182,False
INV0006751,20240730,PROD035,WH006,1266,1180,307,False
INV0006752,20240730,PROD038,WH006,978,685,230,False
INV0006753,20240730,PROD025,WH006,311,240,150,False
INV0006754,20240730,PROD045,WH006,456,56,198,True
INV0006755,20240730,PROD023,WH006,1280,1153,383,False
