shipment_id,order_id,carrier,shipping_method,shipping_cost,delay_days,delay_reason
SHP007474,ORD007474,UPS,Standard,15.31,0,No Delay
SHP007475,ORD007475,DHL,Standard,10.98,0,No Delay
SHP007476,ORD007476,UPS,Standard,9.89,0,No Delay
SHP007477,ORD007477,USPS,Standard,6.26,0,No Delay
SHP007478,ORD007478,UPS,Standard,15.94,0,No Delay
SHP007479,ORD007479,DHL,Expedited,23.32,0,No Delay
SHP007480,ORD007480,UPS,Expedited,17.2,0,No Delay
SHP007481,ORD007481,UPS,Standard,9.67,0,No Delay
SHP007482,ORD007482,DHL,Standard,11.29,0,No Delay
SHP007483,ORD007483,USPS,Expedited,19.73,0,No Delay
SHP007484,ORD007484,UPS,Standard,12.91,0,No Delay
SHP007485,ORD007485,DHL,Standard,15.89,0,No Delay
SHP007486,ORD007486,USPS,Standard,26.26,8,Labor Constraint
SHP007487,ORD007487,FedEx,Standard,6.25,0,No Delay
SHP007488,ORD007488,UPS,Expedited,21.1,0,No Delay
SHP007489,ORD007489,FedEx,Expedited,31.64,0,No Delay
SHP007490,ORD007490,UPS,Standard,8.61,0,No Delay
SHP007491,ORD007491,Regional Carrier,Priority,55.73,4,Inventory Shortage
SHP007492,ORD007492,FedEx,Priority,29.3,0,No Delay
SHP007493,ORD007493,DHL,Standard,8.19,0,No Delay
SHP007494,ORD007494,USPS,Standard,6.65,0,No Delay
SHP007495,ORD007495,Regional Carrier,Expedited,20.11,0,No Delay
SHP007496,ORD007496,FedEx,Expedited,16.37,0,No Delay
SHP007497,ORD007497,UPS,Standard,7.28,0,No Delay
SHP007498,ORD007498,Regional Carrier,Expedited,32.85,0,No Delay
SHP007499,ORD007499,DHL,Expedited,20.97,0,No Delay
SHP007500,ORD007500,UPS,Expedited,24.32,0,No Delay
SHP007501,ORD007501,DHL,Standard,17.11,0,No Delay
SHP007502,ORD007502,USPS,Standard,12.11,0,No Delay
SHP007503,ORD007503,FedEx,Expedited,31.14,0,No Delay
SHP007504,ORD007504,USPS,Standard,9.51,0,No Delay
SHP007505,ORD007505,DHL,Expedited,24.56,0,No Delay
SHP007506,ORD007506,DHL,Expedited,28.48,0,No Delay
SHP007507,ORD007507,DHL,Standard,12.03,0,No Delay
SHP007508,ORD007508,DHL,Expedited,34.14,0,No Delay
SHP007509,ORD007509,Regional Carrier,Priority,33.09,0,No Delay
SHP007510,ORD007510,FedEx,Standard,8.55,0,No Delay
SHP007511,ORD007511,UPS,Standard,14.97,0,No Delay
SHP007512,ORD007512,Regional Carrier,Expedited,27.76,0,No Delay
SHP007513,ORD007513,DHL,Priority,26.8,0,No Delay
SHP007514,ORD007514,DHL,Standard,16.36,4,Inventory Shortage
SHP007515,ORD007515,FedEx,Standard,14.54,0,No Delay
SHP007516,ORD007516,USPS,Standard,15.36,0,No Delay
SHP007517,ORD007517,FedEx,Standard,13.74,0,No Delay
SHP007518,ORD007518,Regional Carrier,Standard,15.36,0,No Delay
SHP007519,ORD007519,Regional Carrier,Standard,16.2,0,No Delay
SHP007520,ORD007520,FedEx,Expedited,19.92,0,No Delay
SHP007521,ORD007521,DHL,Standard,17.46,0,No Delay
SHP007522,ORD007522,USPS,Standard,6.58,0,No Delay
SHP007523,ORD007523,FedEx,Standard,7.35,0,No Delay
SHP007524,ORD007524,USPS,Priority,41.28,0,No Delay
SHP007525,ORD007525,Regional Carrier,Standard,7.89,0,No Delay
SHP007526,ORD007526,USPS,Expedited,25.4,0,No Delay
SHP007527,ORD007527,DHL,Expedited,32.25,4,Inventory Shortage
SHP007528,ORD007528,USPS,Standard,14.05,0,No Delay
SHP007529,ORD007529,UPS,Standard,10.23,0,No Delay
SHP007530,ORD007530,DHL,Standard,6.24,0,No Delay
SHP007531,ORD007531,DHL,Expedited,18.69,0,No Delay
SHP007532,ORD007532,UPS,Standard,8.3,0,No Delay
SHP007533,ORD007533,DHL,Standard,10.87,0,No Delay
SHP007534,ORD007534,DHL,Standard,18.22,3,Supplier Delay
SHP007535,ORD007535,FedEx,Standard,6.21,0,No Delay
SHP007536,ORD007536,USPS,Standard,8.84,0,No Delay
SHP007537,ORD007537,FedEx,Expedited,30.2,0,No Delay
SHP007538,ORD007538,DHL,Expedited,21.16,0,No Delay
SHP007539,ORD007539,UPS,Standard,10.6,0,No Delay
SHP007540,ORD007540,USPS,Expedited,15.59,0,No Delay
SHP007541,ORD007541,UPS,Standard,12.09,3,System Issue
SHP007542,ORD007542,UPS,Standard,13.58,0,No Delay
SHP007543,ORD007543,FedEx,Priority,50.8,0,No Delay
SHP007544,ORD007544,USPS,Standard,14.38,0,No Delay
SHP007545,ORD007545,FedEx,Expedited,33.61,0,No Delay
SHP007546,ORD007546,USPS,Standard,11.3,0,No Delay
SHP007547,ORD007547,UPS,Standard,8.36,0,No Delay
SHP007548,ORD007548,FedEx,Standard,16.31,0,No Delay
SHP007549,ORD007549,Regional Carrier,Standard,8.77,0,No Delay
SHP007550,ORD007550,UPS,Expedited,33.21,0,No Delay
SHP007551,ORD007551,FedEx,Standard,17.45,0,No Delay
SHP007552,ORD007552,Regional Carrier,Standard,21.29,2,Labor Constraint
SHP007553,ORD007553,FedEx,Standard,6.69,0,No Delay
SHP007554,ORD007554,USPS,Standard,7.5,0,No Delay
SHP007555,ORD007555,USPS,Standard,6.38,0,No Delay
SHP007557,ORD007557,DHL,Priority,54.69,0,No Delay
SHP007558,ORD007558,Regional Carrier,Expedited,30.86,0,No Delay
SHP007559,ORD007559,UPS,Standard,13.63,0,No Delay
SHP007560,ORD007560,DHL,Standard,9.87,0,No Delay
SHP007561,ORD007561,USPS,Standard,8.27,0,No Delay
SHP007562,ORD007562,USPS,Standard,14.77,0,No Delay
SHP007563,ORD007563,USPS,Expedited,34.89,0,No Delay
SHP007564,ORD007564,UPS,Standard,11.12,0,No Delay
SHP007565,ORD007565,DHL,Standard,8.87,0,No Delay
SHP007566,ORD007566,Regional Carrier,Standard,15.93,0,No Delay
SHP007567,ORD007567,FedEx,Expedited,16.06,0,No Delay
SHP007568,ORD007568,Regional Carrier,Expedited,25.62,0,No Delay
SHP007569,ORD007569,FedEx,Standard,14.21,0,No Delay
SHP007570,ORD007570,DHL,Expedited,39.05,5,Inventory Shortage
SHP007572,ORD007572,USPS,Standard,9.68,0,No Delay
SHP007573,ORD007573,USPS,Standard,12.63,0,No Delay
SHP007574,ORD007574,Regional Carrier,Standard,16.56,0,No Delay
SHP007575,ORD007575,DHL,Standard,14.62,0,No Delay
SHP007576,ORD007576,FedEx,Standard,6.77,0,No Delay
SHP007577,ORD007577,USPS,Standard,12.13,0,No Delay
SHP007578,ORD007578,Regional Carrier,Expedited,21.29,0,No Delay
SHP007579,ORD007579,USPS,Priority,43.3,0,No Delay
SHP007580,ORD007580,USPS,Standard,10.59,0,No Delay
SHP007581,ORD007581,USPS,Standard,11.97,0,No Delay
SHP007582,ORD007582,USPS,Standard,8.88,0,No Delay
SHP007583,ORD007583,Regional Carrier,Expedited,18.03,0,No Delay
SHP007584,ORD007584,FedEx,Expedited,27.16,0,No Delay
SHP007585,ORD007585,USPS,Standard,9.35,0,No Delay
SHP007586,ORD007586,USPS,Standard,12.39,0,No Delay
SHP007587,ORD007587,DHL,Priority,60.72,8,Weather
SHP007588,ORD007588,Regional Carrier,Standard,13.38,0,No Delay
SHP007589,ORD007589,Regional Carrier,Standard,14.39,4,Supplier Delay
SHP007590,ORD007590,USPS,Expedited,29.76,0,No Delay
SHP007591,ORD007591,USPS,Priority,32.72,0,No Delay
SHP007592,ORD007592,USPS,Priority,51.27,0,No Delay
SHP007593,ORD007593,Regional Carrier,Standard,13.88,0,No Delay
SHP007594,ORD007594,USPS,Standard,15.94,0,No Delay
SHP007595,ORD007595,USPS,Standard,17.65,0,No Delay
SHP007596,ORD007596,Regional Carrier,Standard,15.99,0,No Delay
SHP007597,ORD007597,DHL,Standard,17.53,4,Inventory Shortage
SHP007598,ORD007598,UPS,Standard,16.27,0,No Delay
SHP007599,ORD007599,USPS,Expedited,42.97,7,Weather
SHP007600,ORD007600,UPS,Standard,11.81,0,No Delay
SHP007601,ORD007601,USPS,Expedited,32.24,0,No Delay
SHP007602,ORD007602,UPS,Standard,12.99,0,No Delay
SHP007603,ORD007603,UPS,Standard,15.52,0,No Delay
SHP007604,ORD007604,UPS,Standard,13.03,0,No Delay
SHP007605,ORD007605,DHL,Expedited,22.53,1,Carrier Delay
SHP007606,ORD007606,FedEx,Expedited,16.89,0,No Delay
SHP007607,ORD007607,Regional Carrier,Standard,8.51,0,No Delay
SHP007608,ORD007608,Regional Carrier,Standard,16.79,0,No Delay
SHP007610,ORD007610,UPS,Priority,53.37,0,No Delay
SHP007611,ORD007611,FedEx,Standard,13.08,0,No Delay
SHP007612,ORD007612,Regional Carrier,Standard,6.02,0,No Delay
SHP007613,ORD007613,DHL,Standard,25.74,7,Inventory Shortage
SHP007614,ORD007614,DHL,Standard,7.15,0,No Delay
SHP007615,ORD007615,Regional Carrier,Standard,17.0,0,No Delay
SHP007616,ORD007616,Regional Carrier,Standard,10.21,0,No Delay
SHP007617,ORD007617,USPS,Standard,17.78,0,No Delay
SHP007618,ORD007618,DHL,Priority,43.42,0,No Delay
SHP007619,ORD007619,Regional Carrier,Expedited,19.41,0,No Delay
SHP007620,ORD007620,Regional Carrier,Expedited,28.98,0,No Delay
SHP007621,ORD007621,USPS,Standard,14.23,0,No Delay
SHP007622,ORD007622,FedEx,Standard,7.11,0,No Delay
SHP007623,ORD007623,FedEx,Standard,13.32,0,No Delay
SHP007624,ORD007624,Regional Carrier,Standard,17.59,0,No Delay
SHP007625,ORD007625,DHL,Standard,11.02,0,No Delay
SHP007626,ORD007626,FedEx,Standard,11.25,0,No Delay
SHP007627,ORD007627,FedEx,Standard,17.84,0,No Delay
SHP007628,ORD007628,FedEx,Priority,49.18,0,No Delay
SHP007629,ORD007629,UPS,Standard,15.79,0,No Delay
SHP007631,ORD007631,USPS,Standard,13.05,0,No Delay
SHP007632,ORD007632,DHL,Standard,13.55,0,No Delay
SHP007633,ORD007633,FedEx,Standard,22.64,7,Labor Constraint
SHP007634,ORD007634,Regional Carrier,Expedited,25.35,0,No Delay
SHP007635,ORD007635,USPS,Standard,9.35,0,No Delay
SHP007636,ORD007636,UPS,Standard,15.99,0,No Delay
SHP007637,ORD007637,FedEx,Standard,15.88,0,No Delay
SHP007638,ORD007638,Regional Carrier,Standard,6.07,0,No Delay
SHP007639,ORD007639,DHL,Expedited,19.2,0,No Delay
SHP007640,ORD007640,DHL,Standard,9.32,0,No Delay
SHP007641,ORD007641,Regional Carrier,Standard,12.47,0,No Delay
SHP007642,ORD007642,DHL,Expedited,28.95,0,No Delay
SHP007643,ORD007643,USPS,Standard,18.24,3,Supplier Delay
SHP007644,ORD007644,DHL,Standard,13.08,0,No Delay
SHP007645,ORD007645,UPS,Standard,9.35,0,No Delay
SHP007646,ORD007646,Regional Carrier,Standard,15.65,0,No Delay
SHP007647,ORD007647,USPS,Standard,15.96,0,No Delay
SHP007648,ORD007648,DHL,Standard,9.05,0,No Delay
SHP007649,ORD007649,FedEx,Standard,12.46,0,No Delay
SHP007650,ORD007650,DHL,Standard,13.01,0,No Delay
SHP007651,ORD007651,DHL,Priority,50.48,6,System Issue
SHP007652,ORD007652,FedEx,Standard,10.32,0,No Delay
SHP007653,ORD007653,Regional Carrier,Expedited,25.1,0,No Delay
SHP007654,ORD007654,DHL,Expedited,17.54,0,No Delay
SHP007655,ORD007655,DHL,Standard,12.85,0,No Delay
SHP007656,ORD007656,FedEx,Standard,17.67,0,No Delay
SHP007657,ORD007657,DHL,Standard,14.55,0,No Delay
SHP007658,ORD007658,FedEx,Standard,15.47,0,No Delay
SHP007659,ORD007659,USPS,Priority,41.19,0,No Delay
SHP007660,ORD007660,FedEx,Priority,39.73,1,Carrier Delay
SHP007661,ORD007661,FedEx,Standard,17.97,0,No Delay
SHP007662,ORD007662,UPS,Expedited,21.63,0,No Delay
SHP007663,ORD007663,DHL,Expedited,32.28,0,No Delay
SHP007664,ORD007664,UPS,Standard,14.34,0,No Delay
SHP007665,ORD007665,FedEx,Expedited,29.6,0,No Delay
SHP007666,ORD007666,Regional Carrier,Expedited,34.42,0,No Delay
SHP007667,ORD007667,FedEx,Expedited,20.4,0,No Delay
SHP007668,ORD007668,USPS,Expedited,31.9,0,No Delay
SHP007669,ORD007669,UPS,Priority,49.97,3,Inventory Shortage
SHP007670,ORD007670,FedEx,Standard,13.53,0,No Delay
SHP007671,ORD007671,UPS,Standard,7.33,0,No Delay
SHP007672,ORD007672,FedEx,Standard,11.33,0,No Delay
SHP007673,ORD007673,Regional Carrier,Standard,8.21,0,No Delay
SHP007674,ORD007674,DHL,Priority,38.41,0,No Delay
SHP007675,ORD007675,USPS,Standard,17.23,0,No Delay
SHP007676,ORD007676,Regional Carrier,Priority,32.02,0,No Delay
SHP007677,ORD007677,UPS,Standard,11.73,0,No Delay
SHP007678,ORD007678,USPS,Standard,10.38,0,No Delay
SHP007679,ORD007679,Regional Carrier,Standard,14.97,0,No Delay
SHP007680,ORD007680,USPS,Standard,17.27,0,No Delay
SHP007681,ORD007681,UPS,Standard,17.81,0,No Delay
SHP007682,ORD007682,FedEx,Expedited,23.49,0,No Delay
SHP007683,ORD007683,FedEx,Standard,13.55,0,No Delay
SHP007684,ORD007684,UPS,Standard,11.89,0,No Delay
SHP007685,ORD007685,FedEx,Standard,12.92,0,No Delay
SHP007686,ORD007686,Regional Carrier,Standard,19.69,7,Carrier Delay
SHP007687,ORD007687,UPS,Standard,17.33,0,No Delay
SHP007688,ORD007688,DHL,Priority,51.82,0,No Delay
SHP007689,ORD007689,FedEx,Priority,26.39,0,No Delay
SHP007690,ORD007690,DHL,Standard,18.74,3,Inventory Shortage
SHP007691,ORD007691,FedEx,Standard,6.09,0,No Delay
SHP007692,ORD007692,DHL,Standard,14.55,0,No Delay
SHP007693,ORD007693,DHL,Priority,37.11,0,No Delay
SHP007694,ORD007694,Regional Carrier,Standard,6.7,0,No Delay
SHP007695,ORD007695,Regional Carrier,Standard,6.87,0,No Delay
SHP007696,ORD007696,USPS,Standard,10.27,0,No Delay
SHP007697,ORD007697,Regional Carrier,Standard,8.02,0,No Delay
SHP007698,ORD007698,USPS,Standard,11.84,0,No Delay
SHP007699,ORD007699,UPS,Standard,11.48,0,No Delay
SHP007700,ORD007700,USPS,Standard,16.97,0,No Delay
SHP007701,ORD007701,DHL,Standard,13.87,0,No Delay
SHP007702,ORD007702,UPS,Standard,10.41,0,No Delay
SHP007703,ORD007703,FedEx,Standard,15.41,0,No Delay
SHP007704,ORD007704,USPS,Standard,9.18,0,No Delay
SHP007705,ORD007705,USPS,Standard,6.12,0,No Delay
SHP007706,ORD007706,UPS,Expedited,33.37,0,No Delay
SHP007707,ORD007707,DHL,Standard,15.64,0,No Delay
SHP007708,ORD007708,FedEx,Standard,13.24,0,No Delay
SHP007709,ORD007709,UPS,Expedited,34.61,0,No Delay
SHP007710,ORD007710,USPS,Expedited,20.93,0,No Delay
SHP007711,ORD007711,USPS,Standard,11.64,0,No Delay
SHP007712,ORD007712,FedEx,Priority,38.19,0,No Delay
SHP007713,ORD007713,UPS,Expedited,23.94,0,No Delay
SHP007714,ORD007714,Regional Carrier,Standard,13.05,0,No Delay
SHP007715,ORD007715,USPS,Standard,6.91,0,No Delay
SHP007716,ORD007716,UPS,Standard,8.46,0,No Delay
SHP007717,ORD007717,DHL,Standard,6.09,0,No Delay
SHP007718,ORD007718,FedEx,Priority,30.12,0,No Delay
SHP007719,ORD007719,USPS,Standard,8.77,0,No Delay
SHP007720,ORD007720,FedEx,Standard,8.74,0,No Delay
SHP007721,ORD007721,DHL,Expedited,34.11,0,No Delay
SHP007722,ORD007722,FedEx,Standard,13.92,0,No Delay
SHP007723,ORD007723,DHL,Expedited,30.23,0,No Delay
SHP007724,ORD007724,DHL,Standard,7.36,0,No Delay
SHP007725,ORD007725,USPS,Expedited,34.78,0,No Delay
SHP007726,ORD007726,Regional Carrier,Standard,14.55,0,No Delay
SHP007727,ORD007727,UPS,Standard,8.24,1,Labor Constraint
SHP007728,ORD007728,Regional Carrier,Standard,10.4,0,No Delay
SHP007729,ORD007729,USPS,Standard,7.14,0,No Delay
SHP007730,ORD007730,UPS,Standard,16.49,0,No Delay
SHP007731,ORD007731,Regional Carrier,Standard,16.82,0,No Delay
SHP007732,ORD007732,UPS,Standard,17.13,0,No Delay
SHP007733,ORD007733,DHL,Priority,31.38,0,No Delay
SHP007734,ORD007734,DHL,Priority,36.49,0,No Delay
SHP007735,ORD007735,DHL,Standard,13.34,0,No Delay
SHP007736,ORD007736,DHL,Standard,11.47,0,No Delay
SHP007737,ORD007737,DHL,Standard,6.56,0,No Delay
SHP007738,ORD007738,UPS,Standard,12.09,0,No Delay
SHP007739,ORD007739,DHL,Standard,14.11,0,No Delay
SHP007740,ORD007740,DHL,Standard,17.3,0,No Delay
SHP007741,ORD007741,UPS,Expedited,21.11,0,No Delay
SHP007742,ORD007742,Regional Carrier,Priority,48.13,0,No Delay
SHP007743,ORD007743,USPS,Expedited,18.74,0,No Delay
SHP007744,ORD007744,Regional Carrier,Standard,13.5,0,No Delay
SHP007745,ORD007745,USPS,Standard,16.72,0,No Delay
SHP007746,ORD007746,USPS,Expedited,30.95,0,No Delay
SHP007747,ORD007747,UPS,Standard,12.55,0,No Delay
SHP007748,ORD007748,UPS,Standard,7.47,0,No Delay
SHP007749,ORD007749,USPS,Standard,28.2,6,Carrier Delay
SHP007750,ORD007750,DHL,Standard,15.78,0,No Delay
SHP007751,ORD007751,FedEx,Standard,12.05,0,No Delay
SHP007752,ORD007752,Regional Carrier,Standard,6.13,0,No Delay
SHP007753,ORD007753,FedEx,Standard,12.66,0,No Delay
SHP007754,ORD007754,Regional Carrier,Standard,12.64,0,No Delay
SHP007756,ORD007756,UPS,Expedited,34.17,0,No Delay
SHP007757,ORD007757,DHL,Standard,10.03,0,No Delay
SHP007758,ORD007758,USPS,Standard,11.04,0,No Delay
SHP007759,ORD007759,FedEx,Expedited,27.61,0,No Delay
SHP007760,ORD007760,FedEx,Priority,49.46,0,No Delay
SHP007761,ORD007761,UPS,Expedited,33.4,0,No Delay
SHP007762,ORD007762,DHL,Expedited,19.56,0,No Delay
SHP007763,ORD007763,Regional Carrier,Expedited,38.25,2,Carrier Delay
SHP007764,ORD007764,DHL,Priority,38.04,0,No Delay
SHP007765,ORD007765,USPS,Expedited,33.14,0,No Delay
SHP007766,ORD007766,Regional Carrier,Priority,31.62,0,No Delay
SHP007767,ORD007767,Regional Carrier,Standard,6.79,0,No Delay
SHP007768,ORD007768,DHL,Standard,17.71,0,No Delay
SHP007769,ORD007769,Regional Carrier,Standard,6.8,0,No Delay
SHP007770,ORD007770,USPS,Standard,11.67,0,No Delay
SHP007771,ORD007771,FedEx,Standard,8.2,0,No Delay
SHP007772,ORD007772,Regional Carrier,Standard,16.19,0,No Delay
SHP007773,ORD007773,Regional Carrier,Standard,10.42,0,No Delay
SHP007774,ORD007774,DHL,Standard,14.27,0,No Delay
SHP007775,ORD007775,UPS,Standard,6.85,0,No Delay
SHP007777,ORD007777,Regional Carrier,Expedited,27.69,0,No Delay
SHP007778,ORD007778,USPS,Expedited,45.57,8,Weather
SHP007779,ORD007779,UPS,Standard,29.73,8,Carrier Delay
SHP007780,ORD007780,UPS,Standard,21.22,7,Labor Constraint
SHP007781,ORD007781,Regional Carrier,Standard,14.69,0,No Delay
SHP007782,ORD007782,Regional Carrier,Priority,34.12,0,No Delay
SHP007783,ORD007783,DHL,Standard,19.71,5,Supplier Delay
SHP007784,ORD007784,FedEx,Priority,27.61,0,No Delay
SHP007785,ORD007785,USPS,Priority,25.88,0,No Delay
SHP007786,ORD007786,FedEx,Standard,16.74,0,No Delay
SHP007787,ORD007787,Regional Carrier,Expedited,18.76,0,No Delay
SHP007788,ORD007788,FedEx,Expedited,18.07,0,No Delay
SHP007789,ORD007789,USPS,Standard,23.01,8,Inventory Shortage
SHP007790,ORD007790,DHL,Standard,8.75,0,No Delay
SHP007791,ORD007791,Regional Carrier,Standard,9.36,0,No Delay
SHP007792,ORD007792,USPS,Standard,7.54,0,No Delay
SHP007793,ORD007793,USPS,Standard,8.06,0,No Delay
SHP007794,ORD007794,FedEx,Expedited,31.22,0,No Delay
SHP007795,ORD007795,FedEx,Expedited,23.1,4,Labor Constraint
SHP007796,ORD007796,USPS,Standard,8.55,0,No Delay
SHP007797,ORD007797,UPS,Standard,14.95,0,No Delay
SHP007798,ORD007798,DHL,Priority,28.16,0,No Delay
SHP007799,ORD007799,Regional Carrier,Standard,10.84,0,No Delay
SHP007800,ORD007800,Regional Carrier,Standard,13.36,0,No Delay
SHP007801,ORD007801,USPS,Expedited,19.93,0,No Delay
SHP007802,ORD007802,USPS,Standard,9.12,0,No Delay
SHP007803,ORD007803,DHL,Standard,11.82,0,No Delay
SHP007804,ORD007804,FedEx,Standard,8.06,0,No Delay
SHP007805,ORD007805,DHL,Expedited,32.96,0,No Delay
SHP007806,ORD007806,UPS,Expedited,16.01,0,No Delay
SHP007807,ORD007807,Regional Carrier,Standard,17.33,0,No Delay
SHP007808,ORD007808,USPS,Standard,16.31,0,No Delay
SHP007809,ORD007809,DHL,Expedited,30.37,4,System Issue
SHP007810,ORD007810,USPS,Standard,10.86,0,No Delay
SHP007811,ORD007811,FedEx,Expedited,30.65,0,No Delay
SHP007812,ORD007812,UPS,Standard,16.06,0,No Delay
SHP007813,ORD007813,FedEx,Priority,50.29,0,No Delay
SHP007815,ORD007815,FedEx,Expedited,24.12,0,No Delay
SHP007816,ORD007816,Regional Carrier,Standard,8.48,0,No Delay
SHP007817,ORD007817,FedEx,Standard,12.46,0,No Delay
SHP007818,ORD007818,UPS,Standard,8.37,0,No Delay
SHP007819,ORD007819,FedEx,Standard,10.64,0,No Delay
SHP007820,ORD007820,Regional Carrier,Expedited,34.22,0,No Delay
SHP007821,ORD007821,FedEx,Standard,15.32,3,Supplier Delay
SHP007822,ORD007822,Regional Carrier,Standard,16.31,0,No Delay
SHP007823,ORD007823,DHL,Expedited,32.63,0,No Delay
SHP007824,ORD007824,DHL,Standard,12.98,0,No Delay
SHP007825,ORD007825,FedEx,Standard,6.6,0,No Delay
SHP007826,ORD007826,UPS,Expedited,34.68,7,Labor Constraint
SHP007827,ORD007827,FedEx,Standard,11.86,0,No Delay
SHP007828,ORD007828,Regional Carrier,Priority,54.87,0,No Delay
SHP007829,ORD007829,UPS,Standard,23.44,7,Inventory Shortage
SHP007830,ORD007830,Regional Carrier,Standard,13.52,4,Supplier Delay
SHP007831,ORD007831,USPS,Standard,6.27,0,No Delay
SHP007832,ORD007832,Regional Carrier,Standard,16.94,0,No Delay
SHP007833,ORD007833,UPS,Standard,15.72,0,No Delay
SHP007834,ORD007834,Regional Carrier,Standard,12.14,0,No Delay
SHP007835,ORD007835,USPS,Standard,28.7,7,Weather
SHP007836,ORD007836,FedEx,Standard,9.94,0,No Delay
SHP007837,ORD007837,DHL,Standard,17.62,0,No Delay
SHP007838,ORD007838,DHL,Standard,7.16,0,No Delay
SHP007839,ORD007839,DHL,Standard,27.3,6,Carrier Delay
SHP007840,ORD007840,Regional Carrier,Standard,17.42,0,No Delay
SHP007841,ORD007841,FedEx,Standard,10.84,0,No Delay
SHP007842,ORD007842,DHL,Standard,16.16,3,Labor Constraint
SHP007843,ORD007843,FedEx,Standard,15.15,0,No Delay
SHP007844,ORD007844,DHL,Standard,16.64,0,No Delay
SHP007845,ORD007845,UPS,Standard,9.85,0,No Delay
SHP007846,ORD007846,DHL,Priority,35.69,0,No Delay
SHP007847,ORD007847,USPS,Standard,14.03,0,No Delay
SHP007848,ORD007848,FedEx,Priority,28.5,0,No Delay
SHP007849,ORD007849,USPS,Expedited,25.46,0,No Delay
SHP007850,ORD007850,Regional Carrier,Standard,12.76,0,No Delay
SHP007851,ORD007851,Regional Carrier,Standard,6.51,0,No Delay
SHP007852,ORD007852,UPS,Standard,11.0,0,No Delay
SHP007854,ORD007854,Regional Carrier,Standard,17.65,6,Weather
SHP007856,ORD007856,USPS,Standard,15.41,0,No Delay
SHP007857,ORD007857,FedEx,Expedited,18.07,0,No Delay
SHP007858,ORD007858,UPS,Expedited,21.59,0,No Delay
SHP007859,ORD007859,USPS,Standard,11.79,0,No Delay
SHP007860,ORD007860,Regional Carrier,Expedited,28.32,0,No Delay
SHP007861,ORD007861,USPS,Priority,31.68,0,No Delay
SHP007862,ORD007862,USPS,Priority,39.31,0,No Delay
SHP007863,ORD007863,UPS,Expedited,29.06,0,No Delay
SHP007864,ORD007864,USPS,Standard,16.95,0,No Delay
SHP007865,ORD007865,USPS,Standard,7.78,0,No Delay
SHP007866,ORD007866,USPS,Priority,38.4,0,No Delay
SHP007867,ORD007867,UPS,Standard,8.52,0,No Delay
SHP007868,ORD007868,USPS,Standard,15.7,4,Carrier Delay
SHP007869,ORD007869,DHL,Standard,7.56,0,No Delay
SHP007870,ORD007870,USPS,Expedited,29.12,0,No Delay
SHP007871,ORD007871,Regional Carrier,Standard,22.78,5,Supplier Delay
SHP007872,ORD007872,UPS,Standard,20.69,7,Labor Constraint
SHP007873,ORD007873,USPS,Standard,15.93,5,Carrier Delay
SHP007874,ORD007874,UPS,Standard,16.6,0,No Delay
SHP007875,ORD007875,USPS,Standard,25.1,5,Weather
SHP007876,ORD007876,FedEx,Expedited,32.46,0,No Delay
SHP007877,ORD007877,FedEx,Priority,36.98,0,No Delay
SHP007878,ORD007878,DHL,Expedited,31.62,0,No Delay
SHP007879,ORD007879,Regional Carrier,Standard,8.14,0,No Delay
SHP007880,ORD007880,Regional Carrier,Standard,14.34,0,No Delay
SHP007881,ORD007881,Regional Carrier,Standard,11.87,0,No Delay
SHP007882,ORD007882,UPS,Standard,29.67,8,Inventory Shortage
SHP007883,ORD007883,FedEx,Expedited,16.06,0,No Delay
SHP007884,ORD007884,FedEx,Standard,9.87,0,No Delay
SHP007885,ORD007885,UPS,Priority,26.79,0,No Delay
SHP007886,ORD007886,USPS,Standard,29.78,7,Supplier Delay
SHP007887,ORD007887,DHL,Expedited,28.56,0,No Delay
SHP007888,ORD007888,DHL,Expedited,28.62,0,No Delay
SHP007889,ORD007889,Regional Carrier,Expedited,42.81,7,System Issue
SHP007890,ORD007890,UPS,Standard,10.98,0,No Delay
SHP007891,ORD007891,DHL,Priority,40.14,0,No Delay
SHP007892,ORD007892,Regional Carrier,Standard,17.21,0,No Delay
SHP007893,ORD007893,FedEx,Standard,6.7,0,No Delay
SHP007894,ORD007894,DHL,Standard,14.97,0,No Delay
SHP007895,ORD007895,Regional Carrier,Standard,11.97,0,No Delay
SHP007896,ORD007896,USPS,Priority,34.37,0,No Delay
SHP007897,ORD007897,UPS,Expedited,15.19,0,No Delay
SHP007898,ORD007898,FedEx,Priority,47.74,0,No Delay
SHP007899,ORD007899,Regional Carrier,Standard,14.65,0,No Delay
SHP007900,ORD007900,Regional Carrier,Standard,15.13,0,No Delay
SHP007901,ORD007901,USPS,Standard,9.58,2,Labor Constraint
SHP007902,ORD007902,Regional Carrier,Standard,10.24,0,No Delay
SHP007903,ORD007903,FedEx,Standard,23.48,4,Weather
SHP007904,ORD007904,UPS,Standard,17.46,0,No Delay
SHP007905,ORD007905,DHL,Priority,45.13,0,No Delay
SHP007906,ORD007906,FedEx,Expedited,29.72,3,Supplier Delay
SHP007907,ORD007907,DHL,Standard,18.28,1,Labor Constraint
SHP007908,ORD007908,FedEx,Standard,23.47,8,Carrier Delay
SHP007909,ORD007909,USPS,Standard,8.9,0,No Delay
SHP007910,ORD007910,FedEx,Standard,6.01,0,No Delay
SHP007911,ORD007911,UPS,Expedited,15.02,0,No Delay
